,city_trgt_label_enc,Age_bucket_label_enc,sex_label_enc,social_class_label_enc,primary_busn_label_enc,secondary_business_label_enc,annual_income_bucket_label_enc,monthly_expenses_bucket_label_enc,old_dependents,young_dependents,home_ownership,type_of_house_label_enc,occupants_count,house_area_bucket_label_enc,sanitary_availability,water_availabity,loan_purpose_label_enc,loan_tenure_bucket_label_enc,loan_installments_bucket_label_enc
30125,11,1,0,0,20,0,3,0,1,0,0.0,2,2,2,1.0,1.0,4,0,0
19708,14,1,0,2,20,0,3,1,0,0,1.0,3,2,1,1.0,1.0,12,0,0
25296,14,0,0,3,20,0,2,1,0,3,1.0,3,2,2,1.0,1.0,12,0,0
21742,18,1,0,1,25,0,2,1,0,1,1.0,2,3,2,1.0,1.0,3,0,1
4479,11,1,0,3,20,0,2,0,0,1,1.0,3,1,1,1.0,0.5,17,0,0
23628,13,1,0,1,20,4,4,1,0,2,1.0,2,4,1,0.0,1.0,12,0,0
37045,5,1,0,3,24,0,4,1,0,0,1.0,3,3,2,1.0,1.0,1,0,0
14153,16,1,0,1,13,4,2,1,0,1,1.0,2,3,2,0.0,0.5,21,0,0
13626,11,1,0,3,26,0,3,1,0,3,1.0,3,2,2,1.0,1.0,13,0,0
9220,11,1,0,4,13,0,0,0,0,0,1.0,2,0,0,0.0,0.0,21,0,1
32136,14,1,0,3,6,0,3,0,0,3,1.0,1,5,2,0.0,1.0,2,0,0
7447,11,0,0,3,20,0,3,0,0,2,1.0,1,4,2,1.0,0.5,14,0,0
31024,3,1,0,0,6,0,3,1,0,2,1.0,3,1,2,0.0,1.0,2,0,0
24033,11,1,0,1,25,0,4,1,0,1,1.0,2,3,2,1.0,1.0,3,0,1
38722,3,1,0,3,18,0,4,1,0,3,1.0,1,5,1,1.0,1.0,2,0,0
1603,11,1,1,3,12,4,2,0,0,2,1.0,3,4,2,1.0,0.5,28,0,0
13144,7,1,0,2,20,0,4,1,0,2,1.0,1,2,1,1.0,1.0,1,0,1
39062,14,1,0,3,6,0,3,1,0,2,1.0,3,4,1,0.0,1.0,2,0,0
27243,11,1,0,3,20,0,3,0,0,0,1.0,3,4,2,1.0,0.5,12,0,0
17365,11,1,0,0,20,0,1,1,0,0,1.0,2,4,1,1.0,0.5,4,0,1
36646,14,1,0,3,20,0,4,1,0,0,1.0,1,4,2,1.0,1.0,31,0,0
25654,11,1,1,0,20,0,4,1,0,2,1.0,3,4,2,1.0,1.0,14,0,0
34465,14,1,0,2,25,0,5,1,0,2,1.0,3,4,2,1.0,1.0,3,0,0
21967,18,1,0,2,15,0,2,1,0,2,1.0,2,4,2,1.0,1.0,17,0,1
2562,11,1,0,3,26,0,1,1,0,2,1.0,3,4,2,1.0,0.5,13,0,0
33760,11,1,0,0,20,4,4,1,0,0,1.0,1,3,1,1.0,1.0,12,0,0
3616,14,1,0,1,30,0,1,1,0,3,1.0,3,2,1,1.0,0.5,1,0,0
20232,11,1,0,3,27,0,3,0,0,0,1.0,3,1,1,1.0,1.0,3,0,0
39452,11,1,0,1,20,0,4,1,0,0,1.0,2,2,1,1.0,0.5,14,0,0
28809,11,1,0,3,30,0,3,0,0,2,1.0,3,4,2,1.0,0.5,1,0,0
38647,5,1,0,3,30,0,4,0,0,0,1.0,3,4,2,1.0,0.5,1,0,0
17069,12,1,1,3,4,0,3,0,0,0,1.0,3,1,2,1.0,1.0,14,0,0
1995,14,1,0,4,27,0,2,1,0,2,1.0,3,4,2,1.0,0.5,3,0,0
19900,0,0,0,3,6,1,3,0,0,2,0.0,3,2,2,1.0,1.0,2,1,1
20470,18,1,0,1,15,0,2,1,0,0,1.0,2,3,1,1.0,1.0,17,0,1
36128,14,1,0,3,20,0,2,1,0,1,1.0,3,2,1,1.0,1.0,7,0,0
21267,11,1,0,1,27,0,4,1,0,0,1.0,2,2,1,1.0,1.0,3,0,1
7085,9,1,0,3,27,0,4,1,0,2,1.0,3,4,1,1.0,0.5,3,0,1
13822,6,0,0,0,27,0,1,1,0,2,1.0,2,4,1,1.0,0.5,3,0,1
9105,11,1,0,4,18,0,0,0,0,0,1.0,2,0,0,0.0,0.0,2,0,0
24183,14,1,0,0,26,0,2,1,0,2,1.0,3,2,2,1.0,1.0,13,0,0
33204,5,1,0,3,32,0,3,0,1,0,1.0,3,2,2,1.0,1.0,3,0,0
1552,11,0,0,3,18,1,2,2,1,2,1.0,2,5,2,1.0,0.5,2,0,0
10502,11,1,0,4,13,0,0,1,0,0,1.0,3,0,0,0.0,0.0,21,0,1
10212,11,1,0,4,24,0,0,0,0,0,1.0,3,0,0,0.0,0.0,1,0,0
26239,14,1,0,1,13,0,2,1,0,2,1.0,1,5,2,0.0,1.0,21,0,0
38187,11,0,0,0,9,0,2,0,0,0,1.0,2,5,2,1.0,1.0,13,0,0
4762,11,1,1,3,30,0,1,1,0,2,1.0,1,4,1,1.0,0.5,1,0,0
22024,14,0,0,1,20,0,2,1,0,2,1.0,3,2,1,0.0,0.5,10,0,0
20282,18,0,0,2,20,4,2,1,0,1,1.0,2,3,2,1.0,1.0,9,0,1
23535,16,1,0,3,20,0,2,0,0,0,1.0,2,2,1,0.0,0.5,14,0,0
31351,11,1,0,3,32,0,4,1,0,0,1.0,3,4,2,1.0,0.5,3,0,0
22661,18,1,0,0,20,0,2,1,0,1,1.0,2,3,2,1.0,1.0,7,0,1
11258,11,1,0,1,27,0,0,0,0,0,1.0,2,0,0,1.0,1.0,3,0,0
12048,8,1,0,4,20,0,0,1,0,0,1.0,3,0,0,0.0,0.0,31,0,1
17792,8,1,0,1,29,0,4,1,0,1,1.0,2,3,1,1.0,0.5,14,0,1
9755,11,1,0,4,20,0,0,1,0,0,0.0,1,0,0,0.0,0.0,5,0,0
15334,11,1,0,0,20,4,1,1,0,2,1.0,3,4,1,0.0,1.0,10,0,0
15980,11,1,0,0,24,0,1,1,0,2,1.0,2,4,1,1.0,0.5,1,0,1
1802,11,1,0,4,20,0,2,1,1,0,1.0,2,2,1,1.0,0.5,7,0,1
12854,6,1,0,1,20,0,1,1,0,2,1.0,2,4,1,1.0,0.5,31,0,1
19126,9,1,0,3,20,1,4,1,0,2,1.0,1,3,1,1.0,1.0,4,0,1
30239,11,1,0,3,20,0,2,0,0,0,1.0,3,2,1,1.0,1.0,28,0,0
20923,18,1,0,2,15,0,2,1,1,0,1.0,2,4,1,1.0,1.0,17,0,1
37982,11,0,0,0,9,0,2,1,0,2,1.0,2,5,1,1.0,1.0,13,0,0
34576,11,1,0,3,14,0,4,0,0,0,1.0,3,1,2,1.0,1.0,1,0,0
8647,14,1,0,4,20,0,0,1,0,0,1.0,3,0,0,0.0,0.0,28,0,0
6284,8,1,0,1,10,0,1,1,0,3,1.0,2,5,1,1.0,0.5,17,0,1
32366,5,1,0,3,32,0,4,0,0,0,1.0,3,3,2,1.0,0.5,3,0,0
644,11,1,0,3,20,0,4,1,0,2,1.0,3,2,2,1.0,0.5,4,0,0
3958,11,1,0,0,12,4,1,1,0,1,1.0,3,3,1,1.0,0.5,28,0,0
37931,1,1,0,1,6,0,3,1,0,2,1.0,3,2,1,0.0,0.5,2,0,0
23209,5,1,0,3,32,0,3,0,0,0,1.0,3,3,2,1.0,1.0,3,0,0
8203,11,1,0,4,2,0,0,1,0,0,1.0,3,0,0,0.0,0.0,17,0,0
16561,11,0,0,1,14,1,3,0,0,1,1.0,3,2,1,1.0,0.5,1,0,0
21159,9,1,0,3,13,1,4,1,0,2,1.0,3,4,1,1.0,1.0,21,0,1
27566,14,1,0,3,20,0,2,1,0,2,1.0,3,2,1,1.0,1.0,28,0,0
4142,11,1,0,1,13,0,1,1,0,2,1.0,3,4,1,1.0,0.5,21,0,0
18330,18,1,0,1,20,0,2,1,0,0,1.0,1,3,1,1.0,1.0,7,0,1
30768,5,1,0,3,32,0,3,0,0,0,1.0,3,3,2,1.0,0.5,3,0,0
24770,1,1,0,1,20,2,3,1,0,0,1.0,3,1,1,0.0,0.5,14,0,0
31428,14,1,0,1,20,0,4,0,0,3,1.0,3,2,2,1.0,1.0,27,0,0
23009,11,1,0,1,13,0,3,1,0,2,1.0,3,1,1,0.0,0.5,21,0,0
12035,8,1,0,4,27,0,0,1,0,0,1.0,2,0,0,0.0,0.0,3,0,1
25380,11,0,0,1,20,0,1,1,0,0,1.0,2,3,1,1.0,0.5,15,0,1
20666,7,1,0,3,20,0,4,1,0,2,1.0,3,2,1,1.0,1.0,3,0,1
8583,11,0,0,4,2,0,0,1,0,0,1.0,3,0,0,0.0,0.0,17,0,0
28656,18,0,0,2,15,0,4,1,0,2,1.0,2,4,2,1.0,1.0,17,0,1
39648,3,1,0,1,27,0,5,2,0,2,1.0,1,4,1,1.0,1.0,3,0,0
27681,2,1,0,2,27,4,1,1,0,2,1.0,1,4,1,0.0,0.5,3,0,0
19748,13,1,0,1,20,0,5,1,0,2,1.0,2,3,1,0.0,1.0,1,0,0
39248,11,1,0,1,20,0,4,1,0,0,1.0,2,3,1,0.0,0.5,14,0,0
39396,11,1,0,3,20,0,4,0,1,0,1.0,2,4,1,0.0,0.5,14,0,0
4074,11,1,0,3,18,0,2,0,0,0,1.0,3,1,1,1.0,0.5,2,0,0
20881,6,0,0,1,27,0,1,1,0,1,1.0,1,3,1,1.0,0.5,3,0,1
9397,11,1,0,4,20,0,0,1,0,0,1.0,2,0,0,0.0,0.0,17,0,0
10536,11,1,0,4,20,0,0,1,0,0,1.0,1,0,0,0.0,0.0,12,0,1
9256,11,1,0,4,20,0,0,1,0,0,1.0,2,0,0,0.0,0.0,7,0,1
17989,11,1,0,0,6,4,1,1,0,1,1.0,2,3,1,0.0,1.0,2,0,0
20389,8,1,0,1,10,0,1,1,0,2,1.0,2,4,1,1.0,0.5,17,0,1
30697,16,1,0,1,20,4,2,0,0,3,1.0,2,5,1,0.0,0.5,14,0,0
24080,14,0,0,2,14,0,3,1,0,1,1.0,3,1,2,1.0,1.0,1,0,0
13806,16,1,0,3,30,4,3,1,0,2,1.0,2,5,2,0.0,0.5,1,0,0
917,10,1,0,1,13,0,3,1,0,3,1.0,2,2,1,1.0,0.5,21,0,0
34934,17,0,0,1,20,2,3,1,0,1,1.0,3,3,2,1.0,1.0,1,0,0
17115,5,1,0,3,27,0,3,0,0,2,1.0,3,3,2,1.0,0.5,3,0,0
14382,11,0,0,2,25,0,3,1,0,3,1.0,1,5,2,1.0,1.0,3,0,0
16060,12,1,0,3,20,0,3,0,0,0,1.0,3,1,1,1.0,1.0,1,0,0
32275,2,0,0,1,22,4,4,1,0,1,1.0,1,3,1,1.0,1.0,21,0,0
36659,3,1,0,3,27,0,2,1,0,1,1.0,1,2,1,1.0,1.0,3,0,0
34832,3,1,0,0,20,0,4,1,0,0,1.0,1,6,1,1.0,1.0,19,0,0
1419,11,1,0,0,23,0,3,1,0,1,0.0,2,4,2,1.0,0.5,3,0,0
4002,14,1,0,3,30,0,1,1,0,0,1.0,3,4,1,1.0,0.5,1,0,0
10220,11,1,0,4,20,0,0,1,0,0,1.0,2,0,0,0.0,0.0,16,0,0
21020,9,1,0,3,27,1,4,1,0,1,1.0,3,4,1,1.0,1.0,3,0,1
32263,11,1,0,3,18,0,4,1,0,0,1.0,1,1,2,1.0,1.0,2,0,0
20171,11,1,0,1,20,0,1,1,0,1,1.0,3,3,2,1.0,0.5,0,0,1
32663,14,1,0,1,20,0,5,1,0,0,1.0,3,5,1,1.0,1.0,23,0,0
15455,9,1,0,3,27,1,4,1,0,0,1.0,1,2,1,1.0,1.0,3,0,1
27906,12,1,0,3,20,0,3,0,0,1,1.0,3,1,1,0.0,1.0,1,0,0
30268,13,1,1,3,26,0,5,1,0,2,1.0,1,4,1,0.0,1.0,13,0,0
15857,7,1,1,3,20,0,4,1,0,2,1.0,2,2,1,1.0,1.0,7,0,1
21304,13,1,0,4,25,0,2,1,0,1,1.0,1,3,1,1.0,1.0,3,0,0
11086,14,1,0,4,27,0,0,0,0,0,1.0,3,0,0,0.0,0.0,3,0,0
22667,14,1,0,3,26,0,1,1,0,2,1.0,3,3,2,1.0,1.0,13,0,0
22534,5,1,0,3,10,0,3,0,0,1,1.0,3,4,2,1.0,1.0,17,0,0
37843,11,1,0,3,32,0,4,0,0,3,1.0,2,5,2,1.0,1.0,3,0,0
20916,18,1,0,1,14,0,2,1,0,0,1.0,2,3,2,1.0,1.0,1,0,1
16619,5,0,0,3,10,0,3,1,0,2,1.0,3,4,2,1.0,0.5,17,0,0
4408,14,1,0,3,20,0,2,1,0,2,1.0,3,2,2,1.0,0.5,12,0,0
31871,11,0,0,0,27,4,3,1,0,1,1.0,3,3,1,0.0,1.0,3,0,0
23321,14,1,0,3,14,0,4,1,0,0,1.0,3,2,2,1.0,1.0,1,0,0
13482,14,1,0,1,18,0,3,1,0,3,1.0,3,2,2,1.0,1.0,2,0,0
30745,11,1,0,2,26,0,2,1,0,2,1.0,2,4,1,1.0,1.0,13,0,0
31025,11,1,0,3,10,0,4,0,0,1,1.0,3,3,2,1.0,0.5,17,0,0
25197,5,1,0,3,32,0,3,0,0,0,1.0,3,2,2,1.0,0.5,3,0,0
27492,14,1,0,3,14,0,3,1,0,2,1.0,3,2,2,1.0,1.0,1,0,0
26598,11,1,0,3,32,0,2,0,1,0,1.0,3,3,2,1.0,0.5,3,0,0
32981,1,1,0,1,13,0,3,0,0,2,1.0,3,2,1,0.0,0.5,21,0,0
8906,11,1,0,4,20,0,0,2,0,0,1.0,2,0,0,0.0,0.0,21,0,1
13759,11,1,0,3,3,2,3,1,0,2,1.0,1,4,2,1.0,1.0,2,0,0
33363,14,1,0,3,3,0,4,1,0,3,1.0,3,4,2,1.0,1.0,2,0,0
31550,1,1,0,1,29,0,3,1,0,2,1.0,3,2,1,0.0,0.5,14,0,0
36978,11,1,0,0,18,0,4,1,0,0,1.0,2,2,1,1.0,1.0,2,0,0
17505,7,1,0,3,4,0,4,1,0,0,1.0,2,2,1,1.0,1.0,14,0,1
14196,6,1,0,1,14,0,1,1,0,0,1.0,3,4,1,1.0,0.5,1,0,1
31098,14,1,0,3,26,0,4,1,0,2,1.0,3,2,1,1.0,1.0,13,0,0
26808,1,0,0,3,13,0,3,1,0,0,1.0,3,1,1,0.0,0.5,21,0,0
20576,18,1,0,1,15,0,2,1,1,0,1.0,2,3,2,1.0,1.0,17,0,1
1221,11,0,0,0,13,0,4,1,0,1,1.0,2,1,1,1.0,0.5,21,0,1
28023,18,1,0,1,15,0,4,1,0,0,1.0,2,2,2,1.0,1.0,17,0,1
13775,11,1,0,1,25,0,1,1,0,2,1.0,2,4,1,1.0,0.5,3,0,1
4208,8,1,0,0,20,0,1,1,0,0,1.0,2,4,1,1.0,0.5,14,0,1
39344,11,1,0,1,20,0,4,1,0,1,1.0,2,4,1,0.0,0.5,14,0,0
15774,5,0,0,3,10,0,3,0,0,2,1.0,3,4,1,1.0,0.5,17,0,0
7908,11,1,0,4,20,0,0,1,0,0,0.0,1,0,0,0.0,0.0,6,0,1
21154,9,1,0,3,13,1,4,1,0,1,1.0,3,3,1,1.0,1.0,21,0,1
1758,11,1,0,1,20,0,2,1,0,2,1.0,2,4,1,1.0,0.5,4,0,1
31218,3,1,0,1,20,0,4,1,0,0,1.0,1,1,2,1.0,1.0,1,0,0
38245,14,1,0,3,13,0,4,1,0,4,1.0,3,5,1,1.0,1.0,21,0,0
21117,17,1,0,1,20,2,4,1,0,1,1.0,2,3,2,1.0,1.0,21,0,0
5912,11,0,0,3,20,0,4,1,0,2,1.0,2,2,1,1.0,0.5,1,0,1
38143,11,1,0,4,20,1,5,1,0,2,1.0,2,4,2,1.0,0.5,7,0,0
30839,11,1,0,3,20,0,4,1,1,0,1.0,1,4,2,1.0,1.0,10,0,0
22594,16,1,0,3,20,4,3,1,0,0,1.0,2,2,1,0.0,0.5,12,0,0
36358,1,1,0,3,6,0,3,1,0,2,1.0,3,2,1,0.0,0.5,2,0,0
37965,11,1,0,3,20,0,4,0,1,2,1.0,3,4,2,1.0,1.0,28,0,0
9293,11,1,0,4,20,0,0,1,0,0,1.0,1,0,0,0.0,0.0,12,0,1
26969,11,1,0,4,27,0,2,1,0,3,1.0,3,4,2,1.0,1.0,3,0,0
21969,18,1,0,2,15,0,1,1,0,1,1.0,2,4,2,1.0,1.0,17,0,1
21506,8,1,0,1,24,0,2,1,0,2,1.0,3,4,1,1.0,0.5,1,0,1
11828,11,1,0,4,22,0,0,1,0,0,1.0,2,0,0,0.0,0.0,21,0,0
15633,14,1,0,2,18,0,3,1,0,0,1.0,3,4,2,0.0,1.0,2,0,0
28284,1,1,0,3,6,0,3,1,0,0,1.0,3,1,2,0.0,0.5,2,0,0
15461,9,1,0,3,3,1,4,1,0,2,1.0,1,4,1,1.0,1.0,2,0,1
11745,11,1,0,4,30,0,0,1,0,0,0.0,1,0,0,0.0,0.0,1,0,1
30656,17,0,0,0,20,2,4,1,0,1,1.0,2,3,2,1.0,1.0,1,0,0
23620,8,1,0,1,20,0,1,1,1,0,1.0,1,3,1,1.0,0.5,15,0,1
12951,11,0,0,4,13,2,1,0,0,3,1.0,2,5,1,0.0,0.5,21,0,0
9384,7,0,0,4,20,0,0,1,0,0,0.0,2,0,0,0.0,0.0,19,0,1
7686,14,1,0,4,26,0,0,1,0,0,1.0,0,0,0,1.0,0.0,13,0,0
23526,14,1,0,1,20,0,4,1,0,1,1.0,3,2,2,1.0,1.0,13,0,0
4065,11,1,0,3,18,0,2,0,0,2,1.0,3,2,1,1.0,0.5,2,0,0
4905,8,0,0,1,20,0,1,1,0,2,1.0,2,4,1,1.0,0.5,27,0,1
39251,11,1,0,1,20,0,4,1,1,1,1.0,2,5,1,0.0,0.5,14,0,0
7496,7,1,0,1,20,2,4,1,0,2,1.0,2,2,1,1.0,0.5,1,0,1
9374,7,1,0,4,27,0,0,1,0,0,1.0,3,0,0,0.0,0.0,3,0,1
26250,14,1,0,3,6,0,2,1,0,0,1.0,1,4,2,0.0,1.0,2,0,0
15556,5,1,0,3,20,0,3,1,0,2,1.0,3,4,1,1.0,1.0,0,0,0
5435,8,1,0,1,20,0,1,1,0,2,1.0,2,4,1,1.0,0.5,31,0,1
24853,14,1,0,3,24,1,3,0,0,0,1.0,2,4,1,0.0,0.5,1,0,0
11071,11,1,0,4,20,0,0,1,0,0,1.0,3,0,0,0.0,0.0,21,0,1
276,11,1,1,3,20,0,3,1,0,1,1.0,1,4,1,1.0,0.5,31,0,0
12962,14,1,0,4,27,0,1,1,0,0,1.0,3,2,2,1.0,1.0,3,0,0
16534,11,0,0,1,20,1,3,0,0,0,1.0,3,2,1,0.0,0.5,2,0,0
15616,11,1,0,2,14,4,3,1,0,2,1.0,2,4,2,1.0,0.5,1,0,0
12743,11,1,0,4,2,0,0,1,0,0,1.0,2,0,0,0.0,0.0,17,0,0
23579,14,1,0,3,26,0,4,1,0,2,1.0,3,2,2,1.0,1.0,13,0,0
39166,1,1,0,3,6,0,3,1,0,1,1.0,3,2,1,0.0,0.5,2,0,0
26479,11,1,0,1,27,0,2,1,0,1,1.0,2,3,1,1.0,0.5,3,0,1
21174,11,1,1,1,20,0,2,0,0,2,1.0,3,4,2,1.0,1.0,28,0,0
23664,18,0,0,1,15,0,5,1,0,2,1.0,1,4,1,1.0,1.0,17,0,1
7228,14,1,0,1,18,0,2,1,0,2,1.0,3,2,1,1.0,0.5,2,0,0
1236,14,0,0,2,27,0,0,1,0,2,1.0,3,4,1,1.0,0.5,3,0,0
19895,11,1,0,3,20,1,2,0,0,0,1.0,2,2,1,0.0,0.5,14,0,0
18452,11,1,0,0,27,0,2,1,0,0,1.0,1,4,1,1.0,1.0,3,0,0
1410,11,1,0,1,18,0,2,0,0,1,1.0,3,2,2,1.0,0.5,2,0,0
35747,11,1,0,3,20,0,4,0,0,2,1.0,3,4,2,1.0,0.5,28,0,0
3360,9,1,0,4,20,0,5,1,0,3,1.0,1,5,1,1.0,0.5,9,0,1
12973,11,0,0,1,2,0,1,1,0,2,1.0,2,4,1,1.0,0.5,17,0,1
29996,11,1,0,0,25,0,4,1,0,1,1.0,2,3,1,1.0,0.5,3,0,1
19750,11,1,0,1,20,0,1,1,0,0,1.0,1,4,1,1.0,0.5,21,0,1
24147,5,1,0,3,10,0,3,1,0,2,1.0,3,4,2,1.0,1.0,17,0,0
24694,9,1,0,3,20,2,3,1,0,2,1.0,1,4,2,1.0,1.0,27,0,0
29194,14,1,0,3,27,0,3,0,0,2,1.0,2,4,2,0.0,1.0,3,0,0
17465,11,1,0,1,27,0,5,1,0,3,0.0,1,2,1,1.0,1.0,3,0,0
6417,6,1,0,1,20,0,1,1,0,0,1.0,2,3,1,1.0,0.5,12,0,1
20242,11,1,0,3,20,0,3,0,0,0,1.0,3,1,1,1.0,0.5,25,0,0
6135,8,1,0,1,10,0,1,1,0,2,1.0,2,4,1,1.0,0.5,17,0,1
32619,17,1,0,1,20,2,4,1,0,1,1.0,1,3,2,1.0,1.0,12,0,0
12681,11,1,0,4,20,0,0,1,0,0,1.0,2,0,0,0.0,0.0,27,0,0
13040,11,1,0,1,25,0,1,1,0,2,1.0,2,4,1,1.0,0.5,3,0,1
36843,5,1,1,3,20,0,3,0,1,0,1.0,3,2,2,1.0,0.5,14,0,0
2544,11,1,0,0,27,0,5,1,0,1,1.0,2,2,1,1.0,0.5,3,0,1
7687,14,1,0,4,26,0,0,1,0,0,1.0,0,0,0,1.0,0.0,13,0,0
33864,5,1,0,3,26,0,4,0,0,2,1.0,3,2,2,1.0,1.0,13,0,0
21335,5,1,0,3,32,0,2,1,0,3,1.0,3,5,2,1.0,1.0,3,0,0
7080,9,1,0,3,20,0,4,1,0,0,1.0,3,4,1,1.0,0.5,17,0,1
28793,11,1,0,1,10,0,3,0,1,0,1.0,3,3,2,1.0,0.5,17,0,0
33285,11,1,1,2,20,0,5,1,0,3,1.0,1,5,1,1.0,0.5,25,0,0
26860,18,0,0,2,15,0,4,1,0,0,1.0,2,2,2,1.0,1.0,17,0,1
27832,13,1,1,4,26,0,5,1,0,2,1.0,2,4,1,1.0,1.0,13,0,0
37868,11,1,0,3,20,0,5,0,0,0,1.0,3,2,1,0.0,1.0,14,0,0
920,10,1,0,1,29,0,3,1,0,0,1.0,2,2,1,1.0,0.5,14,0,0
12363,11,1,0,4,25,0,0,1,0,0,0.0,3,0,0,0.0,0.0,3,0,0
33393,11,1,1,0,29,1,4,1,0,0,1.0,2,3,1,1.0,1.0,14,0,0
18093,18,1,0,1,15,0,1,1,0,0,1.0,2,4,1,1.0,1.0,17,0,1
8441,3,1,0,4,12,0,0,0,0,0,1.0,2,0,0,0.0,0.0,28,0,0
34803,3,0,0,3,27,0,3,0,0,1,1.0,3,4,2,1.0,1.0,3,0,0
37627,16,1,0,3,22,4,4,1,0,2,1.0,2,4,1,0.0,0.5,21,0,0
14945,7,1,0,3,20,0,4,1,0,1,1.0,2,2,1,1.0,1.0,7,0,1
25307,14,1,0,1,20,0,3,1,0,3,1.0,3,2,1,1.0,1.0,10,0,0
21896,13,1,0,2,20,0,3,1,0,3,1.0,3,5,1,0.0,1.0,3,0,0
29337,14,0,0,3,6,0,3,0,0,1,1.0,3,2,1,1.0,1.0,2,0,0
29091,13,1,0,2,20,0,5,1,0,0,1.0,1,4,1,0.0,1.0,4,0,0
9502,8,1,0,4,20,0,0,1,0,0,1.0,2,0,0,0.0,0.0,12,0,1
4203,10,1,0,0,12,0,3,1,0,2,1.0,1,1,1,1.0,0.5,28,0,0
31378,17,0,0,0,20,2,4,1,0,0,1.0,2,2,2,1.0,1.0,21,0,0
10016,11,1,0,4,13,0,0,1,0,0,1.0,2,0,0,0.0,0.0,21,0,1
18615,18,1,0,1,15,0,2,1,0,0,1.0,2,2,1,1.0,1.0,17,0,1
9039,11,1,1,4,6,0,0,1,0,0,1.0,3,0,0,0.0,0.0,2,0,1
16802,11,1,0,3,20,2,4,1,0,0,1.0,3,2,1,0.0,1.0,1,0,0
32334,5,1,0,3,32,0,4,0,0,2,1.0,3,4,2,1.0,1.0,3,0,0
9390,7,1,0,4,24,0,0,1,0,0,1.0,2,0,0,0.0,0.0,1,0,1
34842,3,1,0,1,20,0,4,1,0,0,1.0,3,2,1,0.0,1.0,3,0,0
2297,11,1,0,1,26,0,0,1,0,3,1.0,3,5,1,1.0,0.5,13,0,0
6824,14,1,0,1,30,0,2,1,0,1,1.0,3,2,1,1.0,0.5,1,0,0
8672,14,0,0,4,27,0,0,1,0,0,1.0,3,0,0,0.0,0.0,3,0,0
39516,11,0,0,1,20,0,4,1,0,2,1.0,2,4,1,1.0,0.5,14,0,0
38376,14,1,0,3,29,0,3,0,0,0,1.0,1,1,2,1.0,1.0,14,0,0
30525,3,1,0,3,27,0,4,1,0,3,1.0,1,1,2,1.0,1.0,3,0,0
36230,3,1,0,3,20,0,5,1,0,3,1.0,1,5,2,0.0,1.0,29,0,0
8603,8,1,0,4,30,0,0,1,0,0,1.0,0,0,0,0.0,0.0,1,0,1
32770,11,1,0,0,20,0,4,1,0,2,0.0,1,4,2,1.0,1.0,1,0,0
27512,3,1,0,1,14,0,3,1,0,2,1.0,3,1,2,1.0,1.0,1,0,0
32290,2,1,0,0,25,4,3,1,0,1,1.0,2,3,1,1.0,1.0,3,0,0
10198,11,1,0,4,22,0,0,1,0,0,1.0,2,0,0,0.0,0.0,21,0,0
18084,18,1,0,1,15,0,2,1,0,1,1.0,2,3,2,1.0,1.0,17,0,1
38638,11,1,0,3,32,0,4,0,0,2,1.0,3,4,2,1.0,0.5,3,0,0
8866,11,1,0,4,6,0,0,1,0,0,1.0,2,0,0,0.0,0.0,2,0,0
1139,11,1,0,1,20,0,2,1,0,1,1.0,1,3,2,1.0,0.5,1,0,0
24699,9,1,0,3,20,2,3,1,0,1,1.0,1,3,1,1.0,1.0,27,0,0
34852,17,1,0,1,20,2,4,1,0,1,1.0,2,3,2,1.0,1.0,1,0,0
9229,11,1,0,4,20,0,0,1,0,0,1.0,3,0,0,0.0,0.0,1,0,1
38307,14,0,0,3,30,0,4,1,0,0,1.0,3,1,1,1.0,1.0,1,0,0
25554,17,0,0,1,14,2,4,1,0,1,1.0,2,3,2,1.0,1.0,1,0,0
19952,18,1,0,2,15,0,2,1,0,1,1.0,2,4,1,1.0,1.0,17,0,1
8912,11,0,0,4,20,0,0,1,0,0,1.0,3,0,0,0.0,0.0,12,0,1
6351,7,1,0,1,13,0,4,1,0,1,1.0,2,2,1,1.0,0.5,21,0,1
24198,5,1,0,3,32,0,3,1,0,2,1.0,3,4,2,1.0,0.5,3,0,0
10989,11,1,0,4,13,0,0,0,0,0,1.0,2,0,0,0.0,0.0,21,0,0
25481,1,0,0,3,12,0,3,1,0,1,1.0,3,2,2,0.0,0.5,28,0,0
31562,1,1,0,3,6,0,3,1,0,1,1.0,3,2,1,0.0,0.5,2,0,0
39925,14,1,0,2,3,0,4,1,0,0,1.0,3,3,2,1.0,1.0,2,0,0
6530,11,1,1,0,20,0,4,1,1,3,1.0,1,6,2,1.0,0.5,1,0,0
1749,11,1,0,4,20,0,2,1,0,0,1.0,2,2,1,1.0,0.5,1,0,1
17943,14,1,0,3,27,0,2,1,0,3,1.0,3,2,2,1.0,1.0,3,0,0
26631,1,1,0,3,6,0,3,0,0,0,1.0,3,1,2,0.0,0.5,2,0,0
20403,11,1,0,1,13,0,1,1,0,2,1.0,2,4,2,1.0,0.5,21,0,1
19890,11,1,0,1,20,1,2,1,0,0,1.0,2,2,1,0.0,0.0,14,0,0
5207,14,1,0,4,20,0,2,1,0,0,1.0,3,3,2,1.0,0.5,12,0,0
30826,11,1,0,1,26,0,1,1,0,3,1.0,2,5,1,1.0,1.0,13,0,0
19391,1,0,0,1,13,0,3,1,0,1,1.0,3,1,2,0.0,0.5,21,0,0
