,city_trgt_label_enc,Age_bucket_label_enc,sex_label_enc,social_class_label_enc,primary_busn_label_enc,secondary_business_label_enc,annual_income_bucket_label_enc,monthly_expenses_bucket_label_enc,old_dependents,young_dependents,home_ownership,type_of_house_label_enc,occupants_count,house_area_bucket_label_enc,sanitary_availability,water_availabity,loan_purpose_label_enc,loan_tenure_bucket_label_enc,loan_installments_bucket_label_enc
18892,14,1,0,3,20,0,2,1,0,2,1.0,3,2,1,1.0,1.0,16,0,0
7920,11,1,0,4,20,0,0,1,0,0,1.0,1,0,0,0.0,0.0,0,0,1
9986,11,1,0,4,20,0,0,0,0,0,1.0,3,0,0,0.0,0.0,31,0,1
27124,17,1,0,1,20,2,4,1,0,1,1.0,2,4,2,1.0,1.0,21,0,0
24133,14,0,0,3,3,0,3,0,0,0,1.0,3,2,2,1.0,1.0,2,0,0
32070,17,1,1,0,20,2,3,1,0,1,1.0,2,3,2,1.0,1.0,5,0,0
8452,14,1,0,4,30,0,0,1,0,0,1.0,2,0,0,0.0,0.0,1,0,0
19144,9,1,0,3,20,1,4,1,0,2,1.0,1,3,1,1.0,1.0,28,0,1
13583,14,1,0,3,26,0,4,1,0,2,1.0,3,2,2,1.0,1.0,13,0,0
2152,11,1,0,3,6,0,1,1,0,1,1.0,3,4,2,1.0,0.5,2,0,0
37312,3,1,0,1,27,0,5,1,0,2,1.0,1,5,1,1.0,1.0,3,0,0
37471,16,1,0,3,20,4,3,1,0,0,1.0,2,2,1,0.0,0.5,14,0,0
27308,14,1,0,3,20,0,4,1,0,0,1.0,3,3,2,1.0,1.0,10,0,0
36919,14,1,0,3,6,0,3,1,0,0,1.0,2,5,2,1.0,1.0,2,0,0
16143,14,1,0,3,20,0,3,1,0,1,1.0,3,3,2,1.0,1.0,12,0,0
28494,16,1,0,1,14,1,5,1,0,1,0.0,2,4,1,0.0,1.0,1,0,0
16173,1,1,0,1,13,1,4,1,0,2,1.0,3,1,2,0.0,0.5,21,0,0
38540,3,1,0,1,9,0,5,1,0,2,1.0,3,6,1,1.0,1.0,13,0,0
30689,11,1,0,1,26,0,2,1,0,2,1.0,1,4,1,1.0,1.0,13,0,0
29716,3,1,0,3,20,0,3,1,0,0,1.0,2,1,1,0.0,1.0,27,0,0
24081,14,1,0,2,26,0,3,1,0,2,1.0,3,2,2,1.0,1.0,13,0,0
4662,11,1,0,3,27,1,3,1,0,0,1.0,2,1,2,1.0,0.5,3,0,0
37676,3,0,0,1,27,0,5,1,0,1,1.0,1,3,1,1.0,1.0,3,0,0
31592,3,1,0,0,6,0,4,1,0,1,1.0,2,1,2,1.0,1.0,2,0,0
31809,11,1,0,3,20,0,4,0,0,1,1.0,3,4,2,1.0,0.5,10,0,0
6086,11,1,0,0,20,4,1,1,0,3,1.0,3,5,1,1.0,0.5,2,0,0
1710,11,0,0,2,15,0,2,1,0,2,1.0,3,4,2,1.0,0.5,17,0,0
1606,11,1,1,3,20,4,2,0,0,2,1.0,2,4,1,1.0,0.5,33,0,0
20839,11,1,0,3,20,0,3,0,0,2,1.0,3,2,1,0.0,0.5,10,0,0
36126,14,1,0,1,13,0,3,0,0,0,1.0,3,1,1,1.0,1.0,21,0,0
1374,11,1,1,0,30,0,3,1,0,2,1.0,1,4,2,1.0,0.5,1,0,0
3403,11,1,1,3,20,0,2,0,0,3,1.0,3,1,1,1.0,0.5,12,0,0
20700,11,1,0,3,27,0,4,1,0,0,0.0,2,2,1,1.0,1.0,3,0,1
27698,11,1,0,1,20,0,2,1,0,2,1.0,2,4,1,1.0,0.5,7,0,1
1544,11,1,0,1,18,1,2,2,0,1,1.0,1,3,2,1.0,0.5,2,0,0
6592,9,1,0,3,27,0,4,1,0,3,1.0,2,6,1,1.0,0.5,3,0,1
21249,5,1,0,3,10,0,3,0,0,3,1.0,3,5,2,1.0,1.0,17,0,0
20822,1,1,0,3,6,0,3,1,0,2,1.0,3,2,1,0.0,0.5,2,0,0
27951,14,1,0,3,13,0,2,1,0,2,1.0,3,2,2,1.0,1.0,21,0,0
35503,14,1,0,2,27,0,4,1,0,4,1.0,3,5,1,1.0,1.0,3,0,0
19565,11,1,0,1,20,0,1,0,0,2,1.0,1,3,1,1.0,0.5,26,0,1
3511,11,1,0,3,18,1,2,1,1,0,1.0,3,3,1,1.0,0.5,2,0,0
12696,11,1,0,4,2,0,0,1,0,0,1.0,3,0,0,0.0,0.0,17,0,0
27563,14,1,0,1,30,0,2,1,0,3,1.0,3,2,1,1.0,1.0,1,0,0
32887,14,1,0,1,29,0,4,1,0,0,1.0,2,4,2,0.0,0.5,14,0,0
20635,5,1,0,3,20,0,2,0,0,1,1.0,3,4,2,1.0,1.0,28,0,0
32614,11,1,0,3,20,0,4,0,0,2,1.0,3,4,2,1.0,1.0,3,0,0
28861,18,1,0,1,15,0,4,1,0,2,1.0,2,4,2,1.0,1.0,17,0,1
24626,11,1,0,1,25,4,2,1,0,1,1.0,3,3,1,1.0,1.0,3,0,0
6648,11,1,0,1,22,1,5,1,0,1,1.0,2,2,1,1.0,0.5,21,0,0
21280,2,1,0,0,0,0,1,1,0,2,1.0,2,4,1,0.0,1.0,13,0,0
32736,11,1,0,2,20,0,4,1,0,0,0.0,1,2,2,1.0,1.0,1,0,0
14874,7,0,0,3,20,0,4,1,0,0,1.0,2,2,1,1.0,1.0,26,0,1
4246,7,1,0,0,20,0,4,1,0,0,1.0,2,2,1,1.0,0.5,4,0,1
13852,5,1,0,1,15,0,3,0,0,0,1.0,3,2,2,1.0,0.5,17,0,0
20116,11,1,0,1,23,0,3,1,0,0,0.0,2,3,1,1.0,0.5,3,0,0
37197,2,1,0,1,9,0,3,1,0,2,1.0,3,4,1,0.0,1.0,13,0,0
34222,14,1,0,3,20,0,3,1,0,2,1.0,2,4,2,1.0,1.0,31,0,0
10763,11,1,0,4,27,0,0,1,0,0,1.0,3,0,0,0.0,0.0,3,0,0
26626,1,1,0,1,12,0,3,1,0,1,1.0,3,1,2,0.0,0.5,28,0,0
5199,14,1,0,3,27,0,2,1,0,1,1.0,3,2,1,1.0,0.5,3,0,0
23319,14,1,0,3,20,0,3,1,0,2,1.0,3,2,1,1.0,1.0,19,0,0
23595,8,1,0,1,25,0,2,1,0,1,1.0,2,4,1,1.0,0.5,3,0,1
10894,10,1,0,4,12,0,0,1,0,0,1.0,3,0,1,0.0,0.0,28,0,0
2486,11,1,0,1,20,0,1,1,0,1,1.0,3,3,2,1.0,0.5,1,0,0
29972,5,1,0,3,32,0,3,0,0,2,1.0,3,4,2,1.0,0.5,3,0,0
385,11,1,1,3,20,0,1,0,0,1,1.0,3,3,1,1.0,0.5,12,0,0
22297,14,1,0,3,20,0,3,1,0,1,1.0,3,2,1,0.0,0.5,1,0,0
6104,11,1,0,3,24,4,0,1,0,2,1.0,3,4,1,1.0,0.5,1,0,0
32508,11,1,0,1,20,0,3,1,0,3,1.0,3,2,1,0.0,0.5,27,0,0
24774,1,1,0,1,13,2,3,0,0,0,1.0,3,2,1,0.0,0.5,21,0,0
337,11,1,0,1,20,4,3,1,0,0,1.0,2,3,1,1.0,0.5,28,0,0
37793,14,1,0,3,9,0,4,1,0,1,1.0,3,3,1,1.0,1.0,13,0,0
20752,1,1,0,1,20,0,3,1,0,2,1.0,3,2,1,0.0,0.5,10,0,0
643,11,0,0,3,27,0,4,1,0,2,1.0,3,2,2,1.0,0.5,3,0,0
31845,13,1,0,2,9,0,5,1,0,1,1.0,2,3,1,0.0,1.0,13,0,0
8078,11,1,0,4,20,0,0,1,0,0,0.0,0,0,0,0.0,0.0,12,0,1
34369,11,1,0,3,20,0,3,0,0,3,1.0,3,4,2,1.0,0.5,12,0,0
5364,10,1,0,3,20,0,3,1,0,3,1.0,2,1,1,1.0,0.5,28,0,0
30830,13,1,0,3,26,0,5,1,0,2,1.0,2,4,1,1.0,1.0,13,0,0
10669,11,1,0,4,30,0,0,1,0,0,1.0,0,0,0,0.0,0.0,1,0,0
18425,11,1,0,1,20,0,1,1,0,0,1.0,2,3,2,1.0,0.5,35,0,1
4364,11,1,0,3,18,0,2,0,0,0,1.0,2,2,1,1.0,0.5,2,0,0
14209,11,1,0,1,4,1,3,1,0,1,1.0,3,2,1,0.0,0.5,14,0,0
12471,11,1,0,4,20,0,0,1,0,0,0.0,0,0,0,0.0,0.0,17,0,0
18698,18,0,0,1,15,0,2,1,0,1,1.0,2,3,1,1.0,1.0,17,0,1
22207,14,1,0,3,20,0,2,1,0,2,1.0,3,2,1,0.0,0.5,12,0,0
8895,11,1,0,4,30,0,0,1,0,0,1.0,0,0,0,0.0,0.0,1,0,1
33046,14,1,0,1,27,0,4,1,0,2,1.0,3,3,1,1.0,1.0,3,0,0
7722,14,1,0,4,27,0,0,1,0,0,1.0,1,0,0,0.0,0.0,3,0,0
21731,14,1,0,3,18,0,4,1,0,2,1.0,3,2,2,1.0,1.0,2,0,0
7736,14,1,0,4,18,0,0,0,0,0,1.0,3,0,0,0.0,0.0,2,0,0
10629,11,1,0,4,20,0,0,1,0,0,0.0,0,0,0,0.0,0.0,1,0,0
33414,3,1,0,0,27,0,4,1,0,3,1.0,1,5,2,1.0,1.0,3,0,0
21681,11,1,0,1,30,0,3,1,0,1,1.0,2,3,2,0.0,1.0,1,0,0
4722,14,1,1,0,20,0,3,1,0,0,1.0,2,2,2,1.0,0.5,28,0,1
16476,11,1,0,3,27,0,4,1,0,3,0.0,1,2,1,0.0,0.5,3,0,0
10794,11,1,0,4,20,0,0,1,0,0,1.0,0,0,0,1.0,0.0,7,0,0
28517,14,1,0,3,6,0,2,1,1,0,1.0,2,3,2,0.0,1.0,2,0,0
36730,16,1,0,3,29,4,4,1,1,0,1.0,2,3,1,0.0,0.5,14,0,0
1424,11,1,0,0,12,4,2,1,0,1,1.0,2,3,1,1.0,0.5,28,0,0
9363,14,1,0,4,20,0,0,1,0,0,1.0,3,0,0,0.0,0.0,33,0,0
38167,11,1,0,4,22,1,5,1,0,2,1.0,3,6,2,0.0,0.5,21,0,0
14830,5,1,0,3,32,1,3,1,0,2,1.0,3,4,2,1.0,0.5,3,0,0
27152,17,1,1,1,29,2,4,1,0,1,1.0,1,3,2,1.0,1.0,14,0,0
16890,18,1,0,1,20,4,2,1,0,1,1.0,2,3,1,1.0,1.0,27,0,1
14088,14,1,0,2,14,0,1,1,0,1,1.0,3,2,1,0.0,1.0,1,0,0
20639,18,1,0,2,29,0,2,1,0,1,1.0,2,3,2,1.0,1.0,14,0,1
36441,2,1,0,0,9,0,4,1,0,3,1.0,3,5,1,1.0,1.0,13,0,0
3515,10,1,0,3,20,0,5,1,0,1,1.0,2,4,1,1.0,0.5,9,0,0
2644,11,1,0,1,27,0,3,1,0,0,0.0,1,3,1,1.0,0.5,3,0,0
17692,14,1,0,3,25,0,2,1,0,0,1.0,3,3,2,1.0,1.0,3,0,0
5669,11,1,0,3,20,1,3,1,0,1,1.0,2,3,2,1.0,0.5,31,0,0
24757,1,1,0,1,12,2,3,1,0,0,1.0,3,2,1,0.0,0.5,28,0,0
24113,5,1,0,3,10,0,3,0,0,1,1.0,3,3,2,1.0,0.5,17,0,0
6933,11,1,0,2,27,0,3,1,0,2,1.0,2,5,2,1.0,0.5,3,0,0
27655,11,1,0,0,27,4,2,1,0,0,1.0,2,3,1,0.0,1.0,3,0,0
34909,11,1,0,1,13,0,5,1,0,4,1.0,3,5,2,1.0,1.0,21,0,0
29095,14,1,0,2,14,0,3,1,0,2,1.0,3,2,1,1.0,1.0,1,0,0
33392,3,1,0,1,20,0,4,1,0,0,1.0,1,4,1,1.0,1.0,3,0,0
35056,17,1,1,1,20,2,4,1,0,2,1.0,1,4,2,1.0,1.0,3,0,0
22477,11,1,0,1,30,0,3,0,0,0,1.0,3,3,2,0.0,1.0,1,0,0
30871,11,1,1,4,20,0,4,1,0,2,0.0,2,4,2,1.0,1.0,19,0,0
12793,11,1,0,4,20,0,0,1,0,0,1.0,1,0,0,0.0,0.0,12,0,0
9437,3,1,0,4,27,0,0,1,0,0,1.0,1,0,0,0.0,0.0,3,0,0
15209,12,1,1,3,20,0,3,0,0,4,1.0,3,1,1,0.0,0.5,1,0,0
4205,8,0,0,0,20,0,1,1,0,0,1.0,2,2,1,1.0,0.5,21,0,1
2391,11,1,0,1,26,0,0,1,0,1,1.0,2,3,2,1.0,0.5,13,0,0
34861,3,1,0,1,20,0,4,1,0,2,1.0,3,4,1,1.0,1.0,6,0,0
28484,14,1,0,3,20,0,2,1,0,2,1.0,3,4,2,1.0,1.0,31,0,0
36834,3,0,0,0,27,0,4,1,0,1,1.0,1,4,1,1.0,1.0,3,0,0
37724,11,1,0,3,32,0,4,0,0,1,1.0,3,5,2,1.0,0.5,3,0,0
13236,11,1,0,0,20,0,2,1,0,2,1.0,1,6,2,0.0,0.5,12,0,0
21116,17,1,0,0,20,2,5,1,0,0,1.0,2,4,2,1.0,1.0,1,0,0
21754,14,1,0,3,13,0,3,1,0,1,1.0,3,6,2,0.0,1.0,21,0,0
39869,11,1,0,0,6,0,3,1,0,5,1.0,3,7,2,0.0,1.0,2,0,0
39613,11,1,0,1,32,0,4,0,0,3,1.0,3,5,2,1.0,0.5,3,0,0
30611,17,0,0,1,20,2,4,1,0,1,1.0,2,3,2,1.0,1.0,21,0,0
31062,11,1,0,2,26,0,3,1,0,1,1.0,3,2,1,1.0,1.0,13,0,0
34853,3,1,0,1,20,0,4,1,0,0,1.0,3,4,2,1.0,1.0,12,0,0
11407,11,1,0,4,29,0,0,0,0,0,1.0,2,0,0,0.0,0.0,14,0,0
25412,11,1,0,1,20,0,1,1,1,2,1.0,2,4,1,1.0,0.5,1,0,1
4095,11,1,0,3,18,0,2,0,0,0,1.0,2,1,1,1.0,0.5,2,0,0
15840,12,0,1,3,13,2,3,0,0,0,1.0,1,2,2,1.0,1.0,21,0,1
38954,2,1,0,2,22,4,2,1,0,1,1.0,3,2,1,0.0,0.5,21,0,0
32537,11,1,0,1,6,0,3,1,0,0,1.0,3,2,1,0.0,0.5,2,0,0
17457,11,1,0,1,4,3,3,1,0,3,1.0,3,2,2,0.0,0.5,14,0,0
18234,14,1,0,3,27,0,2,1,0,2,1.0,3,2,2,1.0,1.0,3,0,0
13969,6,1,0,1,10,0,1,1,0,0,1.0,2,3,1,1.0,0.5,17,0,1
23205,5,1,0,3,32,0,3,0,0,0,1.0,3,3,2,1.0,1.0,3,0,0
17735,11,1,1,2,20,0,3,1,0,1,1.0,2,3,2,0.0,0.5,9,0,0
13581,14,1,0,3,26,0,3,1,0,2,1.0,3,2,2,1.0,1.0,13,0,0
20865,1,1,0,3,6,0,3,1,0,2,1.0,3,2,1,0.0,0.5,2,0,0
27129,8,1,0,1,10,0,2,1,0,2,1.0,3,4,1,1.0,0.5,17,0,1
6059,14,1,0,1,3,2,3,1,0,4,1.0,3,6,2,1.0,0.5,2,0,0
15368,11,0,0,1,20,0,1,1,0,1,1.0,2,3,1,1.0,1.0,31,0,1
11946,11,1,0,4,20,0,0,1,0,0,1.0,3,0,0,0.0,0.0,12,0,0
18851,14,1,0,3,27,0,2,1,0,1,1.0,3,3,2,0.0,1.0,3,0,0
7938,11,1,0,4,27,0,0,1,0,0,0.0,0,0,0,0.0,0.0,3,0,1
20410,11,1,0,0,20,0,1,1,0,1,1.0,2,3,1,1.0,0.5,7,0,1
3364,10,1,0,1,20,0,3,1,0,3,1.0,2,1,1,1.0,0.5,9,0,0
21930,5,0,0,3,32,0,2,0,0,2,1.0,3,4,2,1.0,0.5,3,0,0
38192,11,0,0,0,9,0,4,1,0,1,1.0,1,5,2,1.0,1.0,13,0,0
38728,3,1,0,3,18,0,4,1,0,2,1.0,3,4,1,1.0,1.0,2,0,0
1622,11,1,0,3,12,4,2,0,0,2,1.0,3,4,1,1.0,0.5,28,0,0
21034,11,1,0,0,20,4,2,1,0,0,1.0,3,3,1,0.0,1.0,17,0,0
8076,11,0,0,4,27,0,0,1,0,0,1.0,2,0,0,0.0,0.0,3,0,1
38746,11,1,0,3,20,0,4,0,1,0,1.0,3,3,2,1.0,1.0,0,0,0
31269,11,1,1,4,6,1,3,1,0,2,1.0,2,4,2,1.0,1.0,2,0,0
3522,10,1,0,3,30,0,5,1,0,1,1.0,2,3,1,1.0,0.5,1,0,0
19724,18,1,0,1,15,0,2,1,0,2,1.0,2,4,2,1.0,1.0,17,0,1
16587,13,1,0,3,26,0,4,1,0,4,1.0,2,6,1,0.0,1.0,13,0,0
23460,14,0,0,3,27,0,2,1,0,2,1.0,2,2,1,1.0,1.0,3,0,0
1429,11,1,0,0,20,1,1,1,0,1,1.0,3,3,1,1.0,0.5,14,0,0
23891,9,1,0,2,27,0,3,1,0,1,1.0,1,3,1,1.0,1.0,3,0,1
874,11,1,0,3,30,0,5,1,0,3,1.0,3,10,1,1.0,0.5,1,0,0
19856,14,1,0,1,30,0,2,1,0,3,1.0,3,2,2,0.0,0.5,1,0,0
12124,11,1,0,4,6,0,0,1,0,0,1.0,3,0,0,0.0,0.0,2,0,0
34027,11,1,0,3,27,0,4,1,0,5,1.0,1,7,1,1.0,1.0,3,0,0
37013,1,1,0,1,14,0,3,1,0,2,1.0,3,2,1,0.0,0.5,1,0,0
7307,8,1,0,1,20,0,1,1,0,2,1.0,2,5,1,1.0,0.5,31,0,1
12867,14,1,0,2,25,0,2,1,0,3,1.0,3,3,2,1.0,1.0,3,0,0
27445,18,1,0,1,15,0,4,1,0,2,1.0,2,4,2,1.0,0.5,17,0,1
26151,1,1,0,3,6,0,3,1,0,0,1.0,3,1,2,0.0,0.5,2,0,0
8283,8,1,0,4,20,0,0,1,0,0,1.0,0,0,0,0.0,0.0,27,0,1
37578,3,1,0,3,9,0,5,1,0,3,1.0,1,5,1,1.0,1.0,13,0,0
25603,9,1,0,3,12,2,3,1,0,2,1.0,1,4,1,1.0,1.0,28,0,1
4860,8,1,0,1,10,0,2,1,0,2,1.0,2,4,1,1.0,0.5,17,0,1
14671,9,1,0,3,27,2,4,1,0,1,1.0,3,2,1,1.0,1.0,3,0,1
9543,8,0,0,4,24,0,0,1,0,0,1.0,2,0,0,0.0,0.0,1,0,1
23055,5,1,0,3,32,0,2,0,0,1,1.0,3,4,2,1.0,0.5,3,0,0
28741,17,1,0,1,27,2,4,1,0,1,1.0,1,3,2,1.0,1.0,3,0,0
32357,14,1,0,3,29,0,3,0,0,0,1.0,3,2,2,0.0,0.5,14,0,0
2545,11,1,0,0,20,0,5,1,0,0,1.0,2,3,1,1.0,0.5,1,0,1
16720,18,1,0,0,20,0,1,1,0,1,1.0,1,4,2,1.0,1.0,9,0,1
24954,18,1,0,0,15,0,4,1,0,2,1.0,3,4,2,1.0,1.0,17,0,1
38516,11,1,0,0,9,0,5,1,0,2,1.0,1,4,1,1.0,1.0,13,0,0
34473,11,0,0,1,20,0,3,1,0,2,1.0,3,4,2,1.0,1.0,21,0,0
2581,11,1,0,0,25,0,3,1,0,0,1.0,2,3,2,1.0,0.5,3,0,0
14074,14,1,0,1,13,0,1,1,0,1,1.0,3,2,1,0.0,1.0,21,0,0
28210,1,1,0,3,6,0,3,1,0,0,1.0,3,2,1,0.0,0.5,2,0,0
39809,14,1,0,3,27,0,4,1,0,0,1.0,3,1,1,1.0,1.0,3,0,0
8239,11,1,0,4,14,0,0,0,0,0,1.0,3,0,0,0.0,0.0,1,0,1
24311,6,1,0,1,20,0,2,1,0,1,1.0,1,3,2,1.0,0.5,4,0,1
15135,12,1,0,3,4,0,3,0,0,1,1.0,3,2,1,0.0,0.5,14,0,0
13013,5,1,0,3,15,0,3,1,0,2,1.0,3,4,2,1.0,0.5,17,0,0
21976,18,1,0,1,15,0,2,1,0,1,1.0,2,3,2,1.0,1.0,17,0,1
274,11,1,1,3,20,0,1,0,0,1,1.0,3,3,1,1.0,0.5,31,0,0
36700,3,1,0,1,9,0,5,1,0,2,1.0,1,6,1,1.0,1.0,13,0,0
24964,11,1,1,4,20,0,3,1,0,0,1.0,1,3,2,1.0,1.0,1,0,0
39819,1,1,0,3,6,0,3,1,0,1,1.0,3,2,1,0.0,0.5,2,0,0
4191,10,1,0,3,22,0,2,1,0,4,1.0,2,1,1,1.0,0.5,21,0,0
9741,11,1,0,4,20,0,0,1,0,0,1.0,2,0,0,0.0,0.0,21,0,1
25584,17,1,1,0,14,2,4,1,0,0,1.0,1,3,2,1.0,1.0,1,0,0
21849,14,0,0,1,29,1,3,1,0,1,1.0,3,3,2,0.0,1.0,14,0,0
16185,18,1,0,1,15,0,3,1,0,2,1.0,2,4,1,1.0,1.0,17,0,1
20699,7,1,0,3,20,0,3,1,0,1,1.0,2,2,1,1.0,1.0,3,0,1
31146,1,1,0,1,6,0,4,1,0,0,1.0,3,2,1,0.0,0.5,2,0,0
11873,11,0,0,4,20,0,0,0,0,0,1.0,2,0,0,0.0,0.0,28,0,0
10076,11,1,0,4,20,0,0,1,0,0,1.0,1,0,0,0.0,0.0,2,0,0
30045,5,1,0,3,32,0,3,0,0,2,1.0,3,4,2,1.0,1.0,3,0,0
25610,2,1,0,1,24,4,1,1,0,0,1.0,3,2,1,1.0,1.0,1,0,0
16016,8,1,0,0,20,0,1,1,0,0,1.0,2,2,1,1.0,0.5,14,0,1
26735,1,0,0,1,6,0,3,1,0,1,1.0,3,1,2,0.0,0.5,2,0,0
31745,11,0,1,1,20,0,3,1,0,0,1.0,2,3,2,1.0,1.0,1,0,0
28228,18,0,0,2,15,0,4,1,0,2,1.0,2,4,2,1.0,1.0,17,0,1
13680,11,1,1,0,20,0,3,1,0,1,1.0,2,2,2,0.0,0.5,7,0,1
20595,13,1,0,3,20,0,3,1,0,1,1.0,2,4,1,0.0,1.0,13,0,0
36851,1,1,0,3,6,0,3,0,0,2,1.0,3,2,1,0.0,0.5,2,0,0
25151,9,1,0,3,6,1,3,1,0,0,1.0,1,2,2,1.0,1.0,2,0,0
28589,11,1,0,1,20,0,4,1,0,1,1.0,2,3,1,1.0,0.5,17,0,1
298,11,1,0,0,20,1,1,1,0,0,1.0,3,3,1,1.0,0.5,21,0,0
37641,14,1,0,1,9,0,4,1,0,2,1.0,3,3,2,1.0,1.0,13,0,0
12590,11,1,0,4,6,0,0,1,0,0,1.0,3,0,0,0.0,0.0,2,0,0
39206,11,1,0,3,20,0,3,1,0,0,1.0,2,2,1,0.0,0.5,14,0,0
18794,14,1,0,1,2,0,3,1,0,1,1.0,3,3,1,0.0,0.5,17,0,0
7643,14,1,0,4,27,0,0,1,0,0,1.0,3,0,0,0.0,0.0,3,0,1
518,11,1,0,3,13,4,2,0,0,1,1.0,3,2,1,1.0,0.5,21,0,0
26585,5,1,0,3,32,1,3,1,0,2,1.0,3,4,2,1.0,0.5,3,0,0
34569,11,1,0,0,27,2,4,1,0,1,1.0,2,3,2,1.0,1.0,3,0,0
3006,11,1,0,1,20,1,2,1,0,1,1.0,3,3,1,1.0,0.5,12,0,0
19586,17,1,0,1,20,2,4,1,0,2,1.0,2,4,2,1.0,1.0,21,0,0
10802,11,1,0,4,20,0,0,1,0,0,1.0,3,0,0,0.0,0.0,14,0,0
28938,6,0,0,1,20,0,4,1,0,2,1.0,2,4,1,1.0,0.5,31,0,1
3613,14,1,0,4,27,0,1,1,0,1,1.0,3,2,1,1.0,0.5,3,0,0
9326,14,1,0,4,27,0,0,1,0,0,1.0,3,0,0,0.0,0.0,3,0,0
34694,11,1,0,4,13,2,4,1,0,3,1.0,2,4,1,0.0,0.5,21,0,0
11679,14,1,0,4,30,0,0,0,0,0,1.0,3,0,0,0.0,0.0,1,0,0
27869,17,1,0,1,20,2,4,1,0,2,1.0,2,4,2,1.0,1.0,1,0,0
31733,17,0,0,1,20,2,4,1,0,1,1.0,1,3,2,1.0,1.0,21,0,0
5407,10,0,0,1,20,0,3,1,0,1,1.0,2,1,1,1.0,0.5,17,0,0
18220,13,1,0,4,27,4,4,1,1,0,1.0,2,5,1,0.0,1.0,3,0,0
24332,8,1,0,1,24,0,1,1,0,0,1.0,2,3,1,1.0,0.5,1,0,1
4370,11,1,0,3,12,0,2,0,1,0,1.0,2,2,1,1.0,0.5,28,0,0
26019,16,1,0,1,20,4,2,0,0,2,1.0,2,4,1,0.0,0.5,14,0,0
33976,5,1,0,3,9,0,3,0,0,1,1.0,3,3,2,1.0,0.5,13,0,0
9682,11,0,0,4,20,0,0,1,0,0,1.0,0,0,0,0.0,0.0,14,0,0
6410,14,1,0,3,20,0,2,1,0,0,1.0,3,2,1,1.0,0.5,12,0,0
23783,1,1,0,3,6,0,3,1,0,1,1.0,3,2,1,0.0,0.5,2,0,0
38680,11,1,0,3,20,0,4,0,0,1,1.0,3,4,1,0.0,1.0,2,0,0
3828,11,1,0,3,20,0,1,1,1,1,1.0,2,5,2,1.0,0.5,21,0,0
37728,11,1,0,3,20,0,3,0,0,1,1.0,3,3,2,1.0,0.5,28,0,0
29234,14,1,0,2,14,0,4,1,0,1,1.0,3,2,2,1.0,1.0,1,0,0
16509,18,1,0,1,15,0,2,1,0,2,1.0,2,4,1,1.0,1.0,17,0,1
33052,14,1,0,3,27,0,4,1,0,1,1.0,3,3,2,1.0,1.0,3,0,0
20765,1,1,0,3,20,0,3,1,0,1,1.0,3,2,1,0.0,0.5,10,0,0
10596,11,1,0,4,30,0,0,1,0,0,1.0,1,0,0,0.0,0.0,1,0,0
23672,18,1,0,0,20,0,4,1,0,1,1.0,2,3,2,1.0,1.0,7,0,1
38509,16,1,0,3,20,4,4,1,0,2,1.0,2,7,1,1.0,0.5,14,0,0
20450,5,1,0,3,27,0,2,0,0,2,1.0,3,4,2,1.0,0.5,3,0,0
37700,14,1,0,2,9,0,4,1,0,2,1.0,3,3,2,1.0,1.0,13,0,0
10988,11,1,0,4,24,0,0,0,0,0,1.0,2,0,0,0.0,0.0,1,0,0
11156,11,0,0,4,19,0,0,1,0,0,1.0,0,0,0,0.0,0.0,17,1,1
19028,8,1,0,1,20,0,1,1,0,0,1.0,2,3,1,1.0,0.5,12,0,1
3841,11,1,1,0,20,0,3,1,0,0,1.0,1,3,2,1.0,0.5,12,0,0
13958,7,1,0,2,20,0,5,1,0,1,1.0,2,3,1,1.0,1.0,27,0,1
29712,3,1,0,3,21,0,3,1,0,2,1.0,3,1,1,1.0,1.0,12,0,0
26908,13,1,0,2,20,0,5,1,0,3,1.0,1,5,1,0.0,1.0,4,0,0
30455,14,1,0,2,26,0,4,1,0,2,1.0,1,4,1,1.0,1.0,13,0,1
29928,13,1,0,1,27,0,5,1,0,2,1.0,1,5,1,1.0,1.0,3,0,0
30798,13,1,0,4,26,0,5,1,0,2,1.0,3,4,1,0.0,1.0,13,0,0
20205,14,1,0,3,14,0,3,1,0,0,1.0,3,2,2,0.0,1.0,1,0,0
16977,12,1,0,4,27,0,3,0,0,1,1.0,3,1,2,0.0,1.0,3,0,1
18944,8,1,0,1,24,0,1,1,0,0,1.0,3,2,1,1.0,0.5,1,0,1
11843,11,1,0,4,3,0,0,1,0,0,1.0,2,0,0,0.0,0.0,2,0,0
20860,1,1,0,1,6,0,4,1,0,2,1.0,3,2,1,0.0,0.5,2,0,0
21618,18,1,0,0,15,0,2,1,0,2,1.0,2,4,2,1.0,1.0,17,0,1
20217,14,1,0,3,27,0,1,1,0,2,1.0,3,2,2,1.0,1.0,3,0,0
5913,11,1,0,3,27,0,4,1,0,0,1.0,2,2,1,1.0,0.5,3,0,1
34750,3,1,0,1,27,0,4,1,0,3,1.0,1,6,1,1.0,1.0,3,0,0
1615,8,1,0,0,15,0,3,1,0,0,1.0,1,2,1,1.0,0.5,17,0,1
20884,6,1,0,1,20,0,1,1,0,1,1.0,2,4,1,1.0,0.5,12,0,1
22239,11,1,0,0,20,4,2,1,0,1,1.0,2,3,1,1.0,1.0,35,0,0
