product,date,city,sales
Water Heaters,11-01-2015,Hyderabad,1457623
Water Heaters,12-01-2015,Hyderabad,1513025
Water Heaters,01-01-2016,Hyderabad,491723
Water Heaters,02-01-2016,Hyderabad,134453
Water Heaters,03-01-2016,Hyderabad,83339
Water Heaters,04-01-2016,Hyderabad,3549
Water Heaters,05-01-2016,Hyderabad,41261
Water Heaters,06-01-2016,Hyderabad,135392
Water Heaters,07-01-2016,Hyderabad,264326
Water Heaters,08-01-2016,Hyderabad,219320
Water Heaters,09-01-2016,Hyderabad,224112
Water Heaters,10-01-2016,Hyderabad,577789
Water Heaters,11-01-2016,Hyderabad,473336
Water Heaters,12-01-2016,Hyderabad,491326
Water Heaters,01-01-2017,Hyderabad,159678
Water Heaters,02-01-2017,Hyderabad,43661
Water Heaters,03-01-2017,Hyderabad,27063
Water Heaters,04-01-2017,Hyderabad,18224
Water Heaters,05-01-2017,Hyderabad,211859
Water Heaters,06-01-2017,Hyderabad,695190
Water Heaters,07-01-2017,Hyderabad,1357224
Water Heaters,08-01-2017,Hyderabad,1126132
Water Heaters,09-01-2017,Hyderabad,1150738
Water Heaters,10-01-2017,Hyderabad,2966749
Water Heaters,11-01-2017,Hyderabad,2430417
Water Heaters,12-01-2017,Hyderabad,2522793
Water Heaters,01-01-2018,Hyderabad,819891
Water Heaters,02-01-2018,Hyderabad,224185
Water Heaters,03-01-2018,Hyderabad,138958
FoodProcessor,04-01-2014,Hyderabad,228776
FoodProcessor,05-01-2014,Hyderabad,329980
FoodProcessor,06-01-2014,Hyderabad,250405
FoodProcessor,07-01-2014,Hyderabad,316241
FoodProcessor,08-01-2014,Hyderabad,335651
FoodProcessor,09-01-2014,Hyderabad,399346
FoodProcessor,10-01-2014,Hyderabad,369859
FoodProcessor,11-01-2014,Hyderabad,186543
FoodProcessor,12-01-2014,Hyderabad,352800
FoodProcessor,01-01-2015,Hyderabad,345293
FoodProcessor,02-01-2015,Hyderabad,279797
FoodProcessor,03-01-2015,Hyderabad,430665
FoodProcessor,04-01-2015,Hyderabad,205884
FoodProcessor,05-01-2015,Hyderabad,245685
FoodProcessor,06-01-2015,Hyderabad,137357
FoodProcessor,07-01-2015,Hyderabad,223612
FoodProcessor,08-01-2015,Hyderabad,210620
FoodProcessor,09-01-2015,Hyderabad,216089
FoodProcessor,10-01-2015,Hyderabad,307674
FoodProcessor,11-01-2015,Hyderabad,166874
FoodProcessor,12-01-2015,Hyderabad,244258
FoodProcessor,01-01-2016,Hyderabad,183391
FoodProcessor,02-01-2016,Hyderabad,185553
FoodProcessor,03-01-2016,Hyderabad,346614
FoodProcessor,04-01-2016,Hyderabad,270352
FoodProcessor,05-01-2016,Hyderabad,165670
FoodProcessor,06-01-2016,Hyderabad,93466
FoodProcessor,07-01-2016,Hyderabad,175474
FoodProcessor,08-01-2016,Hyderabad,189107
FoodProcessor,09-01-2016,Hyderabad,240917
FoodProcessor,10-01-2016,Hyderabad,245209
FoodProcessor,11-01-2016,Hyderabad,103544
FoodProcessor,12-01-2016,Hyderabad,136974
FoodProcessor,01-01-2017,Hyderabad,185037
FoodProcessor,02-01-2017,Hyderabad,171411
FoodProcessor,03-01-2017,Hyderabad,266811
FoodProcessor,04-01-2017,Hyderabad,152492
FoodProcessor,05-01-2017,Hyderabad,356024
FoodProcessor,06-01-2017,Hyderabad,285647
FoodProcessor,07-01-2017,Hyderabad,320013
FoodProcessor,08-01-2017,Hyderabad,329684
FoodProcessor,09-01-2017,Hyderabad,362604
FoodProcessor,10-01-2017,Hyderabad,283747
FoodProcessor,11-01-2017,Hyderabad,133973
FoodProcessor,12-01-2017,Hyderabad,143878
FoodProcessor,01-01-2018,Hyderabad,221420
FoodProcessor,02-01-2018,Hyderabad,158159
FoodProcessor,03-01-2018,Hyderabad,221990
Gas Stove,04-01-2014,Hyderabad,202678
Gas Stove,05-01-2014,Hyderabad,292337
Gas Stove,06-01-2014,Hyderabad,221840
Gas Stove,07-01-2014,Hyderabad,280166
Gas Stove,08-01-2014,Hyderabad,297361
Gas Stove,09-01-2014,Hyderabad,353791
Gas Stove,10-01-2014,Hyderabad,327667
Gas Stove,11-01-2014,Hyderabad,165263
Gas Stove,12-01-2014,Hyderabad,312554
Gas Stove,01-01-2015,Hyderabad,305903
Gas Stove,02-01-2015,Hyderabad,247879
Gas Stove,03-01-2015,Hyderabad,381537
Gas Stove,04-01-2015,Hyderabad,399181
Gas Stove,05-01-2015,Hyderabad,476350
Gas Stove,06-01-2015,Hyderabad,266317
Gas Stove,07-01-2015,Hyderabad,433554
Gas Stove,08-01-2015,Hyderabad,408364
Gas Stove,09-01-2015,Hyderabad,418967
Gas Stove,10-01-2015,Hyderabad,596539
Gas Stove,11-01-2015,Hyderabad,323546
Gas Stove,12-01-2015,Hyderabad,473584
Gas Stove,01-01-2016,Hyderabad,355570
Gas Stove,02-01-2016,Hyderabad,359761
Gas Stove,03-01-2016,Hyderabad,672037
Gas Stove,04-01-2016,Hyderabad,478051
Gas Stove,05-01-2016,Hyderabad,292946
Gas Stove,06-01-2016,Hyderabad,165272
Gas Stove,07-01-2016,Hyderabad,310283
Gas Stove,08-01-2016,Hyderabad,334389
Gas Stove,09-01-2016,Hyderabad,426002
Gas Stove,10-01-2016,Hyderabad,433591
Gas Stove,11-01-2016,Hyderabad,183092
Gas Stove,12-01-2016,Hyderabad,242205
Gas Stove,01-01-2017,Hyderabad,327192
Gas Stove,02-01-2017,Hyderabad,303099
Gas Stove,03-01-2017,Hyderabad,471789
Gas Stove,04-01-2017,Hyderabad,111553
Gas Stove,05-01-2017,Hyderabad,309755
Gas Stove,06-01-2017,Hyderabad,419738
Gas Stove,07-01-2017,Hyderabad,654229
Gas Stove,08-01-2017,Hyderabad,958903
Gas Stove,09-01-2017,Hyderabad,635074
Gas Stove,10-01-2017,Hyderabad,479286
Gas Stove,11-01-2017,Hyderabad,329856
Gas Stove,12-01-2017,Hyderabad,457516
Gas Stove,01-01-2018,Hyderabad,646492
Gas Stove,02-01-2018,Hyderabad,313379
Gas Stove,03-01-2018,Hyderabad,236601
Oven Toaster Grill,04-01-2014,Hyderabad,71644
Oven Toaster Grill,05-01-2014,Hyderabad,103337
Oven Toaster Grill,06-01-2014,Hyderabad,78417
Oven Toaster Grill,07-01-2014,Hyderabad,99035
Oven Toaster Grill,08-01-2014,Hyderabad,105113
Oven Toaster Grill,09-01-2014,Hyderabad,125060
Oven Toaster Grill,10-01-2014,Hyderabad,115826
Oven Toaster Grill,11-01-2014,Hyderabad,58418
Oven Toaster Grill,12-01-2014,Hyderabad,110484
Oven Toaster Grill,01-01-2015,Hyderabad,108132
Oven Toaster Grill,02-01-2015,Hyderabad,87622
Oven Toaster Grill,03-01-2015,Hyderabad,134868
Oven Toaster Grill,04-01-2015,Hyderabad,76546
Oven Toaster Grill,05-01-2015,Hyderabad,91344
Oven Toaster Grill,06-01-2015,Hyderabad,51068
Oven Toaster Grill,07-01-2015,Hyderabad,83137
Oven Toaster Grill,08-01-2015,Hyderabad,78307
Oven Toaster Grill,09-01-2015,Hyderabad,80340
Oven Toaster Grill,10-01-2015,Hyderabad,114391
Oven Toaster Grill,11-01-2015,Hyderabad,62042
Oven Toaster Grill,12-01-2015,Hyderabad,90813
Oven Toaster Grill,01-01-2016,Hyderabad,68183
Oven Toaster Grill,02-01-2016,Hyderabad,68987
Oven Toaster Grill,03-01-2016,Hyderabad,128868
Oven Toaster Grill,04-01-2016,Hyderabad,131666
Oven Toaster Grill,05-01-2016,Hyderabad,80684
Oven Toaster Grill,06-01-2016,Hyderabad,45520
Oven Toaster Grill,07-01-2016,Hyderabad,85459
Oven Toaster Grill,08-01-2016,Hyderabad,92098
Oven Toaster Grill,09-01-2016,Hyderabad,117331
Oven Toaster Grill,10-01-2016,Hyderabad,119421
Oven Toaster Grill,11-01-2016,Hyderabad,50428
Oven Toaster Grill,12-01-2016,Hyderabad,66709
Oven Toaster Grill,01-01-2017,Hyderabad,90116
Oven Toaster Grill,02-01-2017,Hyderabad,83480
Oven Toaster Grill,03-01-2017,Hyderabad,129941
Oven Toaster Grill,04-01-2017,Hyderabad,74325
Oven Toaster Grill,05-01-2017,Hyderabad,294007
Oven Toaster Grill,06-01-2017,Hyderabad,222912
Oven Toaster Grill,07-01-2017,Hyderabad,243014
Oven Toaster Grill,08-01-2017,Hyderabad,253595
Oven Toaster Grill,09-01-2017,Hyderabad,324268
Oven Toaster Grill,10-01-2017,Hyderabad,429544
Oven Toaster Grill,11-01-2017,Hyderabad,109638
Oven Toaster Grill,12-01-2017,Hyderabad,374915
Oven Toaster Grill,01-01-2018,Hyderabad,304528
Oven Toaster Grill,02-01-2018,Hyderabad,148320
Oven Toaster Grill,03-01-2018,Hyderabad,192100
Steam Iron,04-01-2014,Hyderabad,407395
Steam Iron,05-01-2014,Hyderabad,587615
Steam Iron,06-01-2014,Hyderabad,445912
Steam Iron,07-01-2014,Hyderabad,563151
Steam Iron,08-01-2014,Hyderabad,597714
Steam Iron,09-01-2014,Hyderabad,711140
Steam Iron,10-01-2014,Hyderabad,658631
Steam Iron,11-01-2014,Hyderabad,332189
Steam Iron,12-01-2014,Hyderabad,628253
Steam Iron,01-01-2015,Hyderabad,614884
Steam Iron,02-01-2015,Hyderabad,498251
Steam Iron,03-01-2015,Hyderabad,766912
Steam Iron,04-01-2015,Hyderabad,409051
Steam Iron,05-01-2015,Hyderabad,488128
Steam Iron,06-01-2015,Hyderabad,272902
Steam Iron,07-01-2015,Hyderabad,444274
Steam Iron,08-01-2015,Hyderabad,418461
Steam Iron,09-01-2015,Hyderabad,429326
Steam Iron,10-01-2015,Hyderabad,611289
Steam Iron,11-01-2015,Hyderabad,331546
Steam Iron,12-01-2015,Hyderabad,485294
Steam Iron,01-01-2016,Hyderabad,364362
Steam Iron,02-01-2016,Hyderabad,368657
Steam Iron,03-01-2016,Hyderabad,688654
Steam Iron,04-01-2016,Hyderabad,603389
Steam Iron,05-01-2016,Hyderabad,369752
Steam Iron,06-01-2016,Hyderabad,208604
Steam Iron,07-01-2016,Hyderabad,391635
Steam Iron,08-01-2016,Hyderabad,422061
Steam Iron,09-01-2016,Hyderabad,537694
Steam Iron,10-01-2016,Hyderabad,547273
Steam Iron,11-01-2016,Hyderabad,231096
Steam Iron,12-01-2016,Hyderabad,305708
Steam Iron,01-01-2017,Hyderabad,412978
Steam Iron,02-01-2017,Hyderabad,382567
Steam Iron,03-01-2017,Hyderabad,595486
Steam Iron,04-01-2017,Hyderabad,353574
Steam Iron,05-01-2017,Hyderabad,644430
Steam Iron,06-01-2017,Hyderabad,812328
Steam Iron,07-01-2017,Hyderabad,998055
Steam Iron,08-01-2017,Hyderabad,791595
Steam Iron,09-01-2017,Hyderabad,1143698
Steam Iron,10-01-2017,Hyderabad,1133110
Steam Iron,11-01-2017,Hyderabad,314614
Steam Iron,12-01-2017,Hyderabad,710502
Steam Iron,01-01-2018,Hyderabad,657815
Steam Iron,02-01-2018,Hyderabad,420340
Steam Iron,03-01-2018,Hyderabad,627523
SECF,04-01-2014,Hyderabad,150086
SECF,05-01-2014,Hyderabad,216480
SECF,06-01-2014,Hyderabad,164276
SECF,07-01-2014,Hyderabad,207467
SECF,08-01-2014,Hyderabad,220200
SECF,09-01-2014,Hyderabad,261987
SECF,10-01-2014,Hyderabad,242642
SECF,11-01-2014,Hyderabad,122380
SECF,12-01-2014,Hyderabad,231451
SECF,01-01-2015,Hyderabad,226526
SECF,02-01-2015,Hyderabad,183558
SECF,03-01-2015,Hyderabad,282534
SECF,04-01-2015,Hyderabad,510716
SECF,05-01-2015,Hyderabad,609447
SECF,06-01-2015,Hyderabad,340729
SECF,07-01-2015,Hyderabad,554694
SECF,08-01-2015,Hyderabad,522464
SECF,09-01-2015,Hyderabad,536030
SECF,10-01-2015,Hyderabad,763218
SECF,11-01-2015,Hyderabad,413948
SECF,12-01-2015,Hyderabad,605908
SECF,01-01-2016,Hyderabad,454920
SECF,02-01-2016,Hyderabad,460282
SECF,03-01-2016,Hyderabad,859811
SECF,04-01-2016,Hyderabad,813745
SECF,05-01-2016,Hyderabad,498657
SECF,06-01-2016,Hyderabad,281328
SECF,07-01-2016,Hyderabad,528168
SECF,08-01-2016,Hyderabad,569202
SECF,09-01-2016,Hyderabad,725147
SECF,10-01-2016,Hyderabad,738065
SECF,11-01-2016,Hyderabad,311661
SECF,12-01-2016,Hyderabad,412285
SECF,01-01-2017,Hyderabad,556952
SECF,02-01-2017,Hyderabad,515939
SECF,03-01-2017,Hyderabad,803086
SECF,04-01-2017,Hyderabad,1184962
SECF,05-01-2017,Hyderabad,2008572
SECF,06-01-2017,Hyderabad,222220
SECF,07-01-2017,Hyderabad,270553
SECF,08-01-2017,Hyderabad,424706
SECF,09-01-2017,Hyderabad,613988
SECF,10-01-2017,Hyderabad,512248
SECF,11-01-2017,Hyderabad,205790
SECF,12-01-2017,Hyderabad,262683
SECF,01-01-2018,Hyderabad,271893
SECF,02-01-2018,Hyderabad,1111378
SECF,03-01-2018,Hyderabad,1273951
Mixers,04-01-2014,Bangalore,1854633
Mixers,05-01-2014,Bangalore,2675069
Mixers,06-01-2014,Bangalore,2029975
Mixers,07-01-2014,Bangalore,2563696
Mixers,08-01-2014,Bangalore,2721043
Mixers,09-01-2014,Bangalore,3237407
Mixers,10-01-2014,Bangalore,2998360
Mixers,11-01-2014,Bangalore,1512261
Mixers,12-01-2014,Bangalore,2860070
Mixers,01-01-2015,Bangalore,2799208
Mixers,02-01-2015,Bangalore,2268247
Mixers,03-01-2015,Bangalore,3491301
Mixers,04-01-2015,Bangalore,3217428
Mixers,05-01-2015,Bangalore,3839417
Mixers,06-01-2015,Bangalore,2146536
Mixers,07-01-2015,Bangalore,3494479
Mixers,08-01-2015,Bangalore,3291440
Mixers,09-01-2015,Bangalore,3376904
Mixers,10-01-2015,Bangalore,4808148
Mixers,11-01-2015,Bangalore,2607802
Mixers,12-01-2015,Bangalore,3817120
Mixers,01-01-2016,Bangalore,2865920
Mixers,02-01-2016,Bangalore,2899704
Mixers,03-01-2016,Bangalore,5416670
Mixers,04-01-2016,Bangalore,4792843
Mixers,05-01-2016,Bangalore,2937020
Mixers,06-01-2016,Bangalore,1656981
Mixers,07-01-2016,Bangalore,3110836
Mixers,08-01-2016,Bangalore,3352521
Mixers,09-01-2016,Bangalore,4271015
Mixers,10-01-2016,Bangalore,4347101
Mixers,11-01-2016,Bangalore,1835641
Mixers,12-01-2016,Bangalore,2428301
Mixers,01-01-2017,Bangalore,3280369
Mixers,02-01-2017,Bangalore,3038809
Mixers,03-01-2017,Bangalore,4730067
Mixers,04-01-2017,Bangalore,1364128
Mixers,05-01-2017,Bangalore,2681354
Mixers,06-01-2017,Bangalore,2276650
Mixers,07-01-2017,Bangalore,3460142
Mixers,08-01-2017,Bangalore,4085884
Mixers,09-01-2017,Bangalore,4570088
Mixers,10-01-2017,Bangalore,4875579
Mixers,11-01-2017,Bangalore,1628724
Mixers,12-01-2017,Bangalore,2702596
Mixers,01-01-2018,Bangalore,3929146
Mixers,02-01-2018,Bangalore,1471154
Mixers,03-01-2018,Bangalore,2431618
Induction cookers,04-01-2014,Bangalore,560892
Induction cookers,05-01-2014,Bangalore,809014
Induction cookers,06-01-2014,Bangalore,613920
Induction cookers,07-01-2014,Bangalore,775332
Induction cookers,08-01-2014,Bangalore,822918
Induction cookers,09-01-2014,Bangalore,979081
Induction cookers,10-01-2014,Bangalore,906786
Induction cookers,11-01-2014,Bangalore,457349
Induction cookers,12-01-2014,Bangalore,864963
Induction cookers,01-01-2015,Bangalore,846557
Induction cookers,02-01-2015,Bangalore,685980
Induction cookers,03-01-2015,Bangalore,1055865
Induction cookers,04-01-2015,Bangalore,664090
Induction cookers,05-01-2015,Bangalore,792471
Induction cookers,06-01-2015,Bangalore,443054
Induction cookers,07-01-2015,Bangalore,721274
Induction cookers,08-01-2015,Bangalore,679366
Induction cookers,09-01-2015,Bangalore,697007
Induction cookers,10-01-2015,Bangalore,992421
Induction cookers,11-01-2015,Bangalore,538261
Induction cookers,12-01-2015,Bangalore,787869
Induction cookers,01-01-2016,Bangalore,591537
Induction cookers,02-01-2016,Bangalore,598510
Induction cookers,03-01-2016,Bangalore,1118022
Induction cookers,04-01-2016,Bangalore,1748778
Induction cookers,05-01-2016,Bangalore,1071639
Induction cookers,06-01-2016,Bangalore,604587
Induction cookers,07-01-2016,Bangalore,1135059
Induction cookers,08-01-2016,Bangalore,1223244
Induction cookers,09-01-2016,Bangalore,1558377
Induction cookers,10-01-2016,Bangalore,1586139
Induction cookers,11-01-2016,Bangalore,669776
Induction cookers,12-01-2016,Bangalore,886021
Induction cookers,01-01-2017,Bangalore,1196917
Induction cookers,02-01-2017,Bangalore,1108779
Induction cookers,03-01-2017,Bangalore,1725873
Induction cookers,04-01-2017,Bangalore,411590
Induction cookers,05-01-2017,Bangalore,644199
Induction cookers,06-01-2017,Bangalore,566162
Induction cookers,07-01-2017,Bangalore,1006754
Induction cookers,08-01-2017,Bangalore,877736
Induction cookers,09-01-2017,Bangalore,1052084
Induction cookers,10-01-2017,Bangalore,1161420
Induction cookers,11-01-2017,Bangalore,541096
Induction cookers,12-01-2017,Bangalore,782933
Induction cookers,01-01-2018,Bangalore,715159
Induction cookers,02-01-2018,Bangalore,544819
Induction cookers,03-01-2018,Bangalore,733443
Dry Iron,04-01-2014,Bangalore,521820
Dry Iron,05-01-2014,Bangalore,752658
Dry Iron,06-01-2014,Bangalore,571154
Dry Iron,07-01-2014,Bangalore,721322
Dry Iron,08-01-2014,Bangalore,765594
Dry Iron,09-01-2014,Bangalore,910878
Dry Iron,10-01-2014,Bangalore,843620
Dry Iron,11-01-2014,Bangalore,425490
Dry Iron,12-01-2014,Bangalore,804710
Dry Iron,01-01-2015,Bangalore,787586
Dry Iron,02-01-2015,Bangalore,638195
Dry Iron,03-01-2015,Bangalore,982314
Dry Iron,04-01-2015,Bangalore,563092
Dry Iron,05-01-2015,Bangalore,671948
Dry Iron,06-01-2015,Bangalore,375672
Dry Iron,07-01-2015,Bangalore,611580
Dry Iron,08-01-2015,Bangalore,576045
Dry Iron,09-01-2015,Bangalore,591003
Dry Iron,10-01-2015,Bangalore,841489
Dry Iron,11-01-2015,Bangalore,456400
Dry Iron,12-01-2015,Bangalore,668046
Dry Iron,01-01-2016,Bangalore,501574
Dry Iron,02-01-2016,Bangalore,507486
Dry Iron,03-01-2016,Bangalore,947989
Dry Iron,04-01-2016,Bangalore,1060422
Dry Iron,05-01-2016,Bangalore,649819
Dry Iron,06-01-2016,Bangalore,366609
Dry Iron,07-01-2016,Bangalore,688276
Dry Iron,08-01-2016,Bangalore,741749
Dry Iron,09-01-2016,Bangalore,944967
Dry Iron,10-01-2016,Bangalore,961801
Dry Iron,11-01-2016,Bangalore,406138
Dry Iron,12-01-2016,Bangalore,537265
Dry Iron,01-01-2017,Bangalore,725786
Dry Iron,02-01-2017,Bangalore,672340
Dry Iron,03-01-2017,Bangalore,1046533
Dry Iron,04-01-2017,Bangalore,269828
Dry Iron,05-01-2017,Bangalore,640281
Dry Iron,06-01-2017,Bangalore,726386
Dry Iron,07-01-2017,Bangalore,801385
Dry Iron,08-01-2017,Bangalore,809814
Dry Iron,09-01-2017,Bangalore,1100687
Dry Iron,10-01-2017,Bangalore,1356396
Dry Iron,11-01-2017,Bangalore,335353
Dry Iron,12-01-2017,Bangalore,633185
Dry Iron,01-01-2018,Bangalore,674245
Dry Iron,02-01-2018,Bangalore,407478
Dry Iron,03-01-2018,Bangalore,652154
coolers,04-01-2014,Bangalore,5202792
coolers,05-01-2014,Bangalore,1641231
coolers,06-01-2014,Bangalore,47700
coolers,07-01-2014,Bangalore,0
coolers,08-01-2014,Bangalore,0
coolers,09-01-2014,Bangalore,0
coolers,10-01-2014,Bangalore,7062
coolers,11-01-2014,Bangalore,38359
coolers,12-01-2014,Bangalore,35411
coolers,01-01-2015,Bangalore,750451
coolers,02-01-2015,Bangalore,4104391
coolers,03-01-2015,Bangalore,6124558
coolers,04-01-2015,Bangalore,4591302
coolers,05-01-2015,Bangalore,1448335
coolers,06-01-2015,Bangalore,42093
coolers,07-01-2015,Bangalore,0
coolers,08-01-2015,Bangalore,0
coolers,09-01-2015,Bangalore,0
coolers,10-01-2015,Bangalore,6232
coolers,11-01-2015,Bangalore,33850
coolers,12-01-2015,Bangalore,31249
coolers,01-01-2016,Bangalore,662249
coolers,02-01-2016,Bangalore,3621998
coolers,03-01-2016,Bangalore,5404732
coolers,04-01-2016,Bangalore,4935627
coolers,05-01-2016,Bangalore,1556953
coolers,06-01-2016,Bangalore,45250
coolers,07-01-2016,Bangalore,0
coolers,08-01-2016,Bangalore,0
coolers,09-01-2016,Bangalore,0
coolers,10-01-2016,Bangalore,6700
coolers,11-01-2016,Bangalore,36389
coolers,12-01-2016,Bangalore,33593
coolers,01-01-2017,Bangalore,711915
coolers,02-01-2017,Bangalore,3893629
coolers,03-01-2017,Bangalore,5810059
coolers,04-01-2017,Bangalore,6937942
coolers,05-01-2017,Bangalore,2188587
coolers,06-01-2017,Bangalore,63608
coolers,07-01-2017,Bangalore,0
coolers,08-01-2017,Bangalore,0
coolers,09-01-2017,Bangalore,0
coolers,10-01-2017,Bangalore,9418
coolers,11-01-2017,Bangalore,51152
coolers,12-01-2017,Bangalore,47221
coolers,01-01-2018,Bangalore,1000729
coolers,02-01-2018,Bangalore,5473220
coolers,03-01-2018,Bangalore,8167119
Water Heaters,04-01-2014,Bangalore,13645
Water Heaters,05-01-2014,Bangalore,158623
Water Heaters,06-01-2014,Bangalore,520505
Water Heaters,07-01-2014,Bangalore,1016185
Water Heaters,08-01-2014,Bangalore,843161
Water Heaters,09-01-2014,Bangalore,861584
Water Heaters,10-01-2014,Bangalore,2221273
Water Heaters,11-01-2014,Bangalore,1819709
Water Heaters,12-01-2014,Bangalore,1888873
Water Heaters,01-01-2015,Bangalore,613872
Water Heaters,02-01-2015,Bangalore,167852
Water Heaters,03-01-2015,Bangalore,104041
Water Heaters,04-01-2015,Bangalore,13265
Water Heaters,05-01-2015,Bangalore,154210
Water Heaters,06-01-2015,Bangalore,506024
Water Heaters,07-01-2015,Bangalore,987914
Water Heaters,08-01-2015,Bangalore,819703
Water Heaters,09-01-2015,Bangalore,837614
Water Heaters,10-01-2015,Bangalore,2159476
Water Heaters,11-01-2015,Bangalore,1769084
Water Heaters,12-01-2015,Bangalore,1836324
Water Heaters,01-01-2016,Bangalore,596793
Water Heaters,02-01-2016,Bangalore,163183
Water Heaters,03-01-2016,Bangalore,101146
Water Heaters,04-01-2016,Bangalore,18224
Water Heaters,05-01-2016,Bangalore,211859
Water Heaters,06-01-2016,Bangalore,695190
Water Heaters,07-01-2016,Bangalore,1357224
Water Heaters,08-01-2016,Bangalore,1126132
Water Heaters,09-01-2016,Bangalore,1150738
Water Heaters,10-01-2016,Bangalore,2966749
Water Heaters,11-01-2016,Bangalore,2430417
Water Heaters,12-01-2016,Bangalore,2522793
Water Heaters,01-01-2017,Bangalore,819891
Water Heaters,02-01-2017,Bangalore,224185
Water Heaters,03-01-2017,Bangalore,138958
Water Heaters,04-01-2017,Bangalore,14052
Water Heaters,05-01-2017,Bangalore,163361
Water Heaters,06-01-2017,Bangalore,536049
Water Heaters,07-01-2017,Bangalore,1046532
Water Heaters,08-01-2017,Bangalore,868341
Water Heaters,09-01-2017,Bangalore,887314
Water Heaters,10-01-2017,Bangalore,2287609
Water Heaters,11-01-2017,Bangalore,1874053
Water Heaters,12-01-2017,Bangalore,1945283
Water Heaters,01-01-2018,Bangalore,632204
Water Heaters,02-01-2018,Bangalore,172865
Water Heaters,03-01-2018,Bangalore,107148
FoodProcessor,04-01-2014,Bangalore,594544
FoodProcessor,05-01-2014,Bangalore,857552
FoodProcessor,06-01-2014,Bangalore,650753
FoodProcessor,07-01-2014,Bangalore,821849
FoodProcessor,08-01-2014,Bangalore,872290
FoodProcessor,09-01-2014,Bangalore,1037822
FoodProcessor,10-01-2014,Bangalore,961190
FoodProcessor,11-01-2014,Bangalore,484789
FoodProcessor,12-01-2014,Bangalore,916858
FoodProcessor,01-01-2015,Bangalore,897348
FoodProcessor,02-01-2015,Bangalore,727137
FoodProcessor,03-01-2015,Bangalore,1119214
FoodProcessor,04-01-2015,Bangalore,369303
FoodProcessor,05-01-2015,Bangalore,440697
FoodProcessor,06-01-2015,Bangalore,246384
FoodProcessor,07-01-2015,Bangalore,401104
FoodProcessor,08-01-2015,Bangalore,377799
FoodProcessor,09-01-2015,Bangalore,387608
FoodProcessor,10-01-2015,Bangalore,551890
FoodProcessor,11-01-2015,Bangalore,299329
FoodProcessor,12-01-2015,Bangalore,438137
FoodProcessor,01-01-2016,Bangalore,328957
FoodProcessor,02-01-2016,Bangalore,332834
FoodProcessor,03-01-2016,Bangalore,621737
FoodProcessor,04-01-2016,Bangalore,439787
FoodProcessor,05-01-2016,Bangalore,269498
FoodProcessor,06-01-2016,Bangalore,152043
FoodProcessor,07-01-2016,Bangalore,285448
FoodProcessor,08-01-2016,Bangalore,307624
FoodProcessor,09-01-2016,Bangalore,391905
FoodProcessor,10-01-2016,Bangalore,398886
FoodProcessor,11-01-2016,Bangalore,168437
FoodProcessor,12-01-2016,Bangalore,222819
FoodProcessor,01-01-2017,Bangalore,301004
FoodProcessor,02-01-2017,Bangalore,278838
FoodProcessor,03-01-2017,Bangalore,434027
FoodProcessor,04-01-2017,Bangalore,245310
FoodProcessor,05-01-2017,Bangalore,572725
FoodProcessor,06-01-2017,Bangalore,459512
FoodProcessor,07-01-2017,Bangalore,514796
FoodProcessor,08-01-2017,Bangalore,530353
FoodProcessor,09-01-2017,Bangalore,583310
FoodProcessor,10-01-2017,Bangalore,456456
FoodProcessor,11-01-2017,Bangalore,215519
FoodProcessor,12-01-2017,Bangalore,231453
FoodProcessor,01-01-2018,Bangalore,356192
FoodProcessor,02-01-2018,Bangalore,254425
FoodProcessor,03-01-2018,Bangalore,357109
Gas Stove,04-01-2014,Bangalore,64988
Gas Stove,05-01-2014,Bangalore,93737
Gas Stove,06-01-2014,Bangalore,71132
Gas Stove,07-01-2014,Bangalore,89835
Gas Stove,08-01-2014,Bangalore,95348
Gas Stove,09-01-2014,Bangalore,113442
Gas Stove,10-01-2014,Bangalore,105066
Gas Stove,11-01-2014,Bangalore,52991
Gas Stove,12-01-2014,Bangalore,100220
Gas Stove,01-01-2015,Bangalore,98087
Gas Stove,02-01-2015,Bangalore,79482
Gas Stove,03-01-2015,Bangalore,122339
Gas Stove,04-01-2015,Bangalore,116878
Gas Stove,05-01-2015,Bangalore,139473
Gas Stove,06-01-2015,Bangalore,77976
Gas Stove,07-01-2015,Bangalore,126942
Gas Stove,08-01-2015,Bangalore,119567
Gas Stove,09-01-2015,Bangalore,122671
Gas Stove,10-01-2015,Bangalore,174663
Gas Stove,11-01-2015,Bangalore,94732
Gas Stove,12-01-2015,Bangalore,138663
Gas Stove,01-01-2016,Bangalore,104109
Gas Stove,02-01-2016,Bangalore,105336
Gas Stove,03-01-2016,Bangalore,196769
Gas Stove,04-01-2016,Bangalore,63127
Gas Stove,05-01-2016,Bangalore,38684
Gas Stove,06-01-2016,Bangalore,21824
Gas Stove,07-01-2016,Bangalore,40973
Gas Stove,08-01-2016,Bangalore,44156
Gas Stove,09-01-2016,Bangalore,56254
Gas Stove,10-01-2016,Bangalore,57256
Gas Stove,11-01-2016,Bangalore,24177
Gas Stove,12-01-2016,Bangalore,31983
Gas Stove,01-01-2017,Bangalore,43206
Gas Stove,02-01-2017,Bangalore,40024
Gas Stove,03-01-2017,Bangalore,62300
Gas Stove,04-01-2017,Bangalore,30372
Gas Stove,05-01-2017,Bangalore,84336
Gas Stove,06-01-2017,Bangalore,114280
