Country,Year,Life Ladder,Log GDP,Social support,Life Expectancy,Choice Freedom,Generosity,Corruption,Positive affect,Negative affect,Government confidence,Population
Kenya,2016,4.396127700805664,8.329813003540039,0.7059215903282166,56.5,0.7485082745552063,0.29467201232910156,0.8284115791320801,0.7298745512962341,0.22564765810966492,0.5776540637016296,49051531
Kenya,2017,4.475654125213623,8.343692779541016,0.7146043181419373,56.900001525878906,0.8533943891525269,0.23143163323402405,0.8540003895759583,0.7538604140281677,0.2302103042602539,0.6378625631332397,50221146
Kenya,2018,4.655702590942383,8.375399589538574,0.7067198753356934,57.29999923706055,0.821412980556488,0.2886907756328583,0.8442440629005432,0.746773898601532,0.2369207739830017,0.6753672957420349,51392570
Kenya,2019,4.618850231170654,8.40128231048584,0.6759316325187683,57.70000076293945,0.8177574872970581,0.30774661898612976,0.7943702936172485,0.7276407480239868,0.2506871223449707,0.6838563680648804,52573967
Latvia,2015,5.8805975914001465,10.189735412597656,0.8793724179267883,65.80000305175781,0.6563931703567505,-0.07976309955120087,0.8084003925323486,0.5592708587646484,0.22813718020915985,0.2989121079444885,1977527
Latvia,2016,5.940446376800537,10.222274780273438,0.9170739650726318,65.9000015258789,0.685299277305603,-0.1591893583536148,0.8676396012306213,0.5832885503768921,0.2313835322856903,0.3152613043785095,1959537
Latvia,2017,5.977817535400391,10.263731002807617,0.8950987458229065,66.0,0.6995201110839844,-0.15698961913585663,0.7983781099319458,0.5648548007011414,0.23175311088562012,0.2640005052089691,1942248
Latvia,2018,5.901154041290283,10.31064224243164,0.9132763147354126,66.0999984741211,0.608207643032074,-0.21470023691654205,0.7989492416381836,0.5205519199371338,0.1918705552816391,0.19716230034828186,1927174
Latvia,2019,5.969753742218018,10.342133522033691,0.9355012774467468,66.19999694824219,0.6979351043701172,-0.19654089212417603,0.7892274856567383,0.5373051166534424,0.2116306871175766,0.23940767347812653,1913822
Lebanon,2015,5.171971321105957,9.702495574951172,0.7417077422142029,65.69999694824219,0.5967497825622559,0.07085135579109192,0.8889532685279846,0.5244645476341248,0.2425539642572403,0.18771213293075562,6532681
Lebanon,2016,5.270723819732666,9.690773010253906,0.8278859257698059,65.7750015258789,0.6573574542999268,0.029571307823061943,0.8531144857406616,0.5127472877502441,0.2634456157684326,0.13795143365859985,6714281
Lebanon,2017,5.153989791870117,9.683032035827637,0.7765830159187317,65.8499984741211,0.6045541763305664,-0.07588209211826324,0.9107272624969482,0.46946874260902405,0.24354921281337738,0.21771809458732605,6819373
Lebanon,2018,5.167186737060547,9.660009384155273,0.8293806314468384,65.92500305175781,0.6070306897163391,-0.06732696294784546,0.9066503047943115,0.4151068925857544,0.27068889141082764,0.21907484531402588,6859408
Lebanon,2019,4.024219512939453,9.586286544799805,0.8659685254096985,66.0,0.44700148701667786,-0.08176595717668533,0.890415608882904,0.3075774013996124,0.4944990277290344,0.15497541427612305,6855709
Lesotho,2016,3.8082048892974854,7.929033279418945,0.7980592846870422,42.25,0.7294898629188538,-0.09697581082582474,0.7428733706474304,0.6849499940872192,0.2702834904193878,0.6092690229415894,2075041
Lesotho,2017,3.7953007221221924,7.889193534851074,0.7685516476631165,42.900001525878906,0.7565051913261414,-0.14168518781661987,0.7968594431877136,0.7060367465019226,0.2553030848503113,0.6952991485595703,2091532
Lesotho,2019,3.5117805004119873,7.857064723968506,0.7897053956985474,44.20000076293945,0.7163135409355164,-0.12544244527816772,0.9149514436721802,0.7071263194084167,0.27342551946640015,0.3102737367153168,2125267
Liberia,2015,2.7015912532806396,7.396693706512451,0.6376659870147705,52.5,0.6714308857917786,-0.06309652328491211,0.9026726484298706,0.5194823145866394,0.38848862051963806,0.4727882742881775,4472229
Liberia,2016,3.3546760082244873,7.355728626251221,0.6426146030426025,53.099998474121094,0.7634760141372681,0.031453657895326614,0.9012674689292908,0.6254667639732361,0.5090466737747192,0.5442469120025635,4586788
Liberia,2017,4.424490928649902,7.355128288269043,0.6848668456077576,53.70000076293945,0.7333899140357971,-0.013646324165165424,0.8668063879013062,0.6738018989562988,0.3913305401802063,0.5549915432929993,4702224
Liberia,2018,4.134852886199951,7.342111587524414,0.7267501354217529,54.29999923706055,0.7657695412635803,0.048324357718229294,0.8679240942001343,0.6643990874290466,0.43609949946403503,0.7039120197296143,4818976
Liberia,2019,5.121460914611816,7.2928571701049805,0.7124737501144409,54.900001525878906,0.7058745622634888,0.04926391690969467,0.8284689784049988,0.6447041630744934,0.3891325891017914,0.5536269545555115,4937374
Lithuania,2015,5.71137809753418,10.333586692810059,0.9285235404968262,65.30000305175781,0.641470193862915,-0.2556423544883728,0.9241740703582764,0.5336416959762573,0.2764516770839691,0.36703455448150635,2904910
Lithuania,2016,5.8655524253845215,10.371170043945312,0.937873363494873,65.6500015258789,0.6142393350601196,-0.26834625005722046,0.9493926763534546,0.552628219127655,0.24985574185848236,0.2796385586261749,2868231
Lithuania,2017,6.272940635681152,10.427087783813477,0.9263166189193726,66.0,0.7493073344230652,-0.1756574511528015,0.7897098660469055,0.5901115536689758,0.19511882960796356,0.32124727964401245,2828403
Lithuania,2018,6.3088788986206055,10.475785255432129,0.9293501377105713,66.3499984741211,0.6989451050758362,-0.23904992640018463,0.851745069026947,0.5180925130844116,0.21355971693992615,0.3237580955028534,2801543
Lithuania,2019,6.064097881317139,10.523155212402344,0.9175775051116943,66.69999694824219,0.7802664637565613,-0.2541549801826477,0.782501220703125,0.5680496096611023,0.27605435252189636,0.40724846720695496,2794137
Luxembourg,2015,6.701571464538574,11.636758804321289,0.9336045980453491,71.5,0.9322564005851746,0.047322843223810196,0.3753904700279236,0.7278779149055481,0.1930503398180008,0.6946783661842346,569604
Luxembourg,2016,6.96734094619751,11.663787841796875,0.941260576248169,71.5250015258789,0.882365345954895,0.013620588928461075,0.3563363254070282,0.7064987421035767,0.1923007071018219,0.6789778470993042,582014
Luxembourg,2017,7.061380863189697,11.65256404876709,0.9054355025291443,71.55000305175781,0.9028217196464539,0.039376597851514816,0.3301735818386078,0.7257317900657654,0.18446700274944305,0.7389220595359802,596336
